Gene name	Mean of ratios
c19a8.13	1.044
c19a8.14	0.921
c19a8.15	0.859
c19b12.01	0.812
c19b12.02c	0.589
c19b12.05c	0.961
c19b12.06c	0.742
c19b12.07c	1.273
c19b12.08	1.534
c19b12.10	1.332
c19b12.11c	0.845
c19b12.12c	
c19c2.04c	0.753
c19c2.06c	1.280
c19c2.08	1.035
c19c2.09	1.053
c19c2.10	1.063
c19c2.11c	0.881
c19c2.12	0.946
c19c2.13c	0.851
c19c7.01	1.001
c19c7.02	1.143
c19c7.04c	1.442
c19c7.05	
c19c7.06	0.887
c19c7.07c	0.836
c19c7.08c	1.149
c19c7.10	1.153
c19c7.11	1.094
c19c7.12c	0.886
c19d5.02c	0.903
c19d5.04	0.982
c19d5.05c	0.716
c19d5.07	1.032
c19d5.10c	0.790
c19e9.01c	1.211
c19f5.02c	0.754
c19f5.03	1.061
c19f5.04	0.757
c19f5.04.rc	0.815
c19f8.02	0.817
c19f8.03c	0.995
c19f8.04c	1.130
c19f8.05	1.111
c19g12.03	1.033
c19g12.04	1.317
c19g12.05	0.753
c19g12.08	0.551
c19g12.08.rc	0.685
c19g12.09	1.247
c19g12.11	0.971
c19g12.12	0.892
c19g12.13c	0.935
c19g12.17c	1.027
c19g7.02	1.049
c19g7.04	1.170
c19g7.04.rc	1.534
c19g7.06	1.029
c19g7.07c	0.927
c19g7.08c	1.075
c19g7.10c	
c19g7.11c	1.243
c19g7.12c	1.181
c19g7.13	1.093
c19g7.14c	1.242
c19g7.15	1.141
c19g7.16	1.003
c1a4.04	0.740
c1a4.05	0.995
c1a4.06c	0.942
c1a4.07c	0.805
c1a4.09	0.905
c1a4.11c	1.100
c1a6.01c	1.020
c1a6.02	0.962
c1a6.03c	1.051
c1a6.04c	1.059
c1a6.05c	1.071
c1a6.07	0.955
c1a6.08c	1.380
c1a6.11	
c1b1.02c	1.485
c1b1.03c	0.866
c1b1.04c	0.958
c1b2.02c	0.839
c1b2.03c	0.939
c1b2.04	0.706
c1b3.01c	0.877
c1b3.02c	0.857
c1b3.04c	1.325
c1b3.05	0.858
c1b3.05.rc	1.012
c1b3.06c	1.258
c1b3.08	1.156
c1b3.08.rc	1.498
c1b3.09c	0.829
c1b3.10c	1.097
c1b3.13	0.715
c1b3.15c	1.411
c1b3.16c	0.613
c1b3.17	1.089
c1b3.18c	1.186
c1b3.20	1.028
c1b9.03c	0.736
c1d4.02c	1.022
c1d4.03c	1.235
c1d4.05c	0.983
c1d4.07c	1.288
c1d4.08	0.956
c1d4.09c	1.182
c1d4.10	1.082
c1d4.11c	0.726
c1d4.14	0.972
c1d7.01	0.959
c1d7.03	1.029
c1e11.03	1.544
c1e8.01	0.990
c1e8.02	1.007
c1e8.03c	1.052
c1e8.04c	0.901
c1e8.05	0.916
c1e8.05.rc	1.271
c1f12.01c	1.057
c1f12.02c	0.740
c1f12.03c	0.862
c1f12.04c	1.050
c1f12.05	0.919
c1f12.06c	0.827
c1f12.07	0.772
c1f12.08	0.969
c1f12.09	
c1f12.10c	1.039
c1f3.03	1.030
c1f3.04c	1.168
c1f3.05	
c1f3.06c	0.911
c1f3.07c	0.961
c1f3.08c	1.126
c1f3.09	0.836
c1f3.10c	1.065
c1f3.11	0.957
c1f5.02	0.908
c1f5.03c	0.877
c1f5.05c	0.927
c1f5.06	0.937
c1f5.07c	0.977
c1f5.11c	1.152
c1f7.01c	1.151
c1f7.02c	0.839
c1f7.03	0.974
c1f7.06	
c1f7.09c	1.159
c1f7.10	1.062
c1f7.11c	1.002
c1f7.12	1.224
c1f8.02c	1.530
c1f8.03c	0.508
c1f8.04c	0.916
c1f8.06	0.975
c1f8.07c	1.044
c1f8.08	1.045
c20f10.02c	1.149
c20f10.03	1.188
c20f10.04c	1.029
c20f10.05	1.085
c20f10.07	1.182
c20f10.08c	1.217
c20f10.10	1.284
c20g4.01	0.890
c20g4.03c	1.147
c20g4.05c	1.185
c20g8.02	1.210
c20g8.04c	1.124
c20g8.06	0.930
c20g8.07c	0.793
c20g8.08c	0.951
c20g8.09c	0.647
c20h4.01	0.773
c20h4.02	1.091
c20h4.04	0.948
c20h4.05c	
c20h4.06c	1.123
c20h4.11c	1.303
c21.01	0.989
c21.02	1.140
c21.03c	1.126
c21.04	0.979
c21.07c	1.180
c21.08c	1.745
c211.01	0.861
c211.03c	0.961
c211.05	1.020
c211.06	1.009
c211.08c	0.952
c212.01c	1.132
c212.02	1.646
c212.03	1.348
c212.04c	1.075
c212.05c	
c212.06c	1.175
c212.07c	1.162
c212.08c	1.325
c212.09c	1.264
c212.10	0.940
c212.11	
c215.01	1.069
c215.02	1.050
c215.06c	0.667
c215.07c	1.041
c215.08c	0.776
c215.09c	1.004
c215.10	1.189
c215.11c	1.222
c215.13	1.441
c215.14c	1.103
c216.01c	1.115
c216.02	1.513
c216.03	1.110
c216.04c	1.227
c21b10.02	0.928
c21b10.03c	1.035
c21b10.06c	0.890
c21b10.07	1.001
c21b10.08c	0.930
c21b10.09	1.008
c21b10.11	0.966
c21b10.13c	0.766
c21b10.13c.rc	1.117
c21c3.02c	1.582
c21c3.03	1.145
c21c3.04c	1.010
c21c3.06	0.878
c21c3.07c	0.907
c21c3.08c	0.617
c21c3.09c	1.020
c21c3.10c	
c21c3.11	1.252
c21c3.12c	0.946
c21c3.14c	1.001
c21c3.15c	0.814
c21c3.16c	1.039
c21c3.17c	0.940
c21c3.19	1.179
c21c3.20c	1.214
c21d10.05c	1.011
c21d10.05c.rc	1.126
c21d10.06c	1.184
c21d10.07	0.862
c21d10.08c	1.249
c21d10.09c	1.108
c21d10.10	1.082
c21d10.11c	1.018
c21d10.13	0.907
c21e11.04	0.488
c21e11.05c	1.025
c21h7.01c	1.123
c21h7.02	1.020
c21h7.03c	1.200
c21h7.04	
c21h7.04.rc	1.236
c21h7.06c	1.145
c222.01	0.872
c222.02c	1.534
c222.03c	0.940
c222.04c	1.020
c222.05c	1.291
c222.06	0.738
c222.07c	
c222.08c	
c222.09	1.136
c222.11	0.911
c222.13c	1.154
c222.14c	0.972
c222.17c	
c227.01c	0.860
c227.02c	0.778
c227.03c	0.961
c227.04	1.078
c227.05	
c227.06	0.885
c227.08c	0.914
c227.09	1.326
c227.10	0.887
c227.11c	0.880
c227.12	1.104
c227.13c	1.137
c227.14	1.308
c227.15	1.207
c227.16c	0.895
c227.17c	0.805
c22a12.01c	1.044
c22a12.02c	1.213
c22a12.06c	0.706
c22a12.07c	1.013
c22a12.08c	1.070
c22a12.10	0.901
c22a12.12c	1.173
c22a12.13	1.089
c22a12.14c	1.013
c22a12.16	0.906
c22a12.17c	0.941
c22e12.01	0.793
c22e12.02	0.964
c22e12.03c	1.064
c22e12.04	
c22e12.06c	0.933
c22e12.08	0.968
c22e12.11c	
c22e12.12	0.785
c22e12.14c	1.092
c22e12.15	1.667
c22e12.16c	1.073
c22e12.17c	0.881
c22e12.18	0.794
c22e12.19	1.297
c22f3.03c	1.141
c22f3.04	1.178
c22f3.06c	0.972
c22f3.07c	0.689
c22f3.08c	0.895
c22f3.11c	1.119
c22f3.13	1.228
c22f8.02c	1.077
c22f8.03c	1.663
c22f8.04	0.830
c22f8.04.rc	1.422
c22f8.05	1.042
c22f8.07c	1.067
c22f8.09	0.713
c22f8.12c	0.829
c22g7.01c	1.007
c22g7.02	1.035
c22g7.03	1.103
c22g7.04	1.162
c22g7.05	0.784
c22g7.07c	1.895
c22g7.08	2.440
c22g7.09c	1.185
c22g7.10	0.940
c22g7.11c	0.774
c22h10.02	1.178
c22h10.04	1.049
c22h10.05c	
c22h10.06c	0.914
c22h10.08	1.051
c22h10.09	1.005
c22h10.11c	1.010
c22h10.13	0.936
c22h12.01c	0.931
c22h12.02	0.951
c22h12.03	0.901
c22h12.05c	1.151
c23a1.02c	1.033
c23a1.03	0.803
c23a1.04c	1.149
c23a1.05	0.862
c23a1.07	0.916
c23a1.09	0.997
c23a1.12c	0.824
c23a1.14c	1.482
c23a1.15c	1.026
c23a1.16c	1.516
c23a1.17	1.040
c23a1.18c	1.028
c23a6.14c	0.803
c23b6.01c	1.112
c23b6.02c	0.872
c23b6.04c	0.995
c23b6.06	1.107
c23c11.01	0.912
c23c11.03	0.785
c23c11.04c	0.969
c23c11.06c	0.977
c23c11.07	1.217
c23c11.09	1.004
c23c11.10	1.609
c23c11.12	0.954
c23c11.13c	0.747
c23c11.14	0.832
c23c11.17	0.978
c23c11.17.rc	0.966
c23c4.01	0.996
c23c4.03	0.934
c23c4.04c	0.892
c23c4.05c	1.044
c23c4.06c	0.693
c23c4.07	1.193
c23c4.08	0.946
c23c4.09c	0.915
c23c4.11	0.789
c23c4.14	1.014
c23c4.16c	1.222
c23c4.17	0.795
c23c4.19	
c23c4.19.rc	1.346
c23d3.01	1.013
c23d3.03c	1.239
c23d3.05c	1.178
c23d3.06c	1.027
c23d3.07	1.047
c23d3.08	0.886
c23d3.09	0.808
c23d3.11	1.164
c23d3.12	0.307
c23d3.13c	1.484
c23d3.14c	1.378
c23e2.02	1.369
c23e6.01c	1.354
c23e6.02	1.100
c23e6.03c	0.944
c23e6.04c	0.826
c23e6.05	0.692
c23e6.06c	1.183
c23e6.09	0.926
c23e6.10c	0.958
c23g3.02c	1.281
c23g3.03	1.564
c23g3.04	0.875
c23g3.05c	1.052
c23g3.06	0.850
c23g3.07c	0.973
c23g3.08c	1.023
c23g3.09	1.009
c23g3.10c	0.856
c23g3.12c	0.921
c23g7.01c	1.053
c23g7.02c	0.872
c23g7.03	1.040
c23g7.06c	1.109
c23g7.07c	0.790
c23g7.08c	1.092
c23g7.10c	2.434
c23g7.11	1.856
c23g7.13c	1.560
c23g7.14	0.897
c23g7.16	1.137
c23h3.02	1.287
c23h3.03c	1.080
c23h3.04	1.234
c23h3.05c	0.874
c23h3.07c	0.978
c23h3.08c	1.122
c23h3.09c	1.129
c23h3.10	1.147
c23h3.11c	0.903
c23h3.12c	0.777
c23h3.14	1.064
c23h4.01c	1.020
c23h4.02	0.860
c23h4.04	0.984
c23h4.05c	1.684
c23h4.08	0.848
c23h4.11c	0.997
c23h4.13c	0.821
c23h4.15	0.604
c23h4.16c	1.011
c23h4.17c	1.292
c23h4.19	0.885
c244.02c	0.732
c24b10.02c	
c24b10.03	0.977
c24b10.04	1.126
c24b10.05	0.880
c24b10.06	0.978
c24b10.07	
c24b10.08c	1.135
c24b10.10c	0.957
c24b10.11c	1.099
c24b10.12	1.415
c24b10.14c	1.069
c24b10.15	0.945
c24b10.16c	0.964
c24b10.18	0.844
c24b10.19c	1.087
c24b10.20	1.199
c24b11.02	1.566
c24b11.04c	1.130
c24b11.05	0.852
c24b11.07c	1.065
c24b11.08c	0.986
c24b11.09	0.796
c24b11.10c	0.956
c24b11.12c	1.014
c24c6.02	0.819
c24c6.03	0.992
c24c6.04	0.820
c24c6.08c	0.912
c24c6.09c	0.969
c24c6.10c	1.251
c24c6.11	0.896
c24c9.02c	0.842
c24c9.03	0.905
c24c9.04	0.962
c24c9.05c	0.973
c24c9.06c	1.031
c24c9.08	1.045
c24c9.09	1.312
c24c9.10c	0.863
c24c9.11	0.920
c24c9.12c	0.846
c24c9.13c	1.243
c24c9.14	1.211
c24c9.16c	0.866
c24h6.01c	1.101
c24h6.02c	0.935
c24h6.06	1.176
c24h6.08	1.097
c24h6.09	1.328
c24h6.10c	0.794
c24h6.11c	1.241
c24h6.13	0.714
c24h6.13.rc	1.197
c25a8.01c	1.012
c25a8.02	1.299
c25a8.03c	1.150
c25b2.01	1.119
c25b2.03	1.075
c25b2.04c	0.967
c25b2.06c	0.792
c25b2.07c	1.122
c25b2.08	0.970
c25b2.09c	0.817
c25b2.10	1.234
c25b2.11	1.208
c25b2.11.rc	
c25b2.12.c	0.987
c25b8.02	1.157
c25b8.03	0.939
c25b8.04c	0.832
c25b8.05	0.774
c25b8.06c	0.840
c25b8.07c	0.977
c25b8.08	
c25b8.09	1.021
c25b8.10	0.989
c25b8.11	1.105
c25b8.12c	1.001
c25b8.15c	0.986
c25b8.16	0.961
c25b8.17	0.997
c25b8.18	1.228
c25b8.19c	1.299
c25d12.01c	0.657
c25d12.02c	0.909
c25d12.06	
c25d12.06.rc	1.817
c25g10.01	1.251
c25g10.02	
c25g10.03	0.875
c25g10.08	0.873
c25h1.01c	1.003
c25h1.02	1.203
c25h1.03	1.221
c25h1.04	0.907
c25h1.06	0.954
c25h1.07	0.951
c25h1.08c	1.338
c25h2.03	1.329
c25h2.04c	1.010
c25h2.05	0.782
c25h2.06c	0.951
c25h2.08c	1.206
c25h2.09	0.977
c25h2.10c	0.921
c25h2.11c	1.138
c25h2.14	1.068
c25h2.15	1.046
c25h2.16c	0.915
c26a3.03c	1.108
c26a3.06	0.774
c26a3.08	0.925
c26a3.09c	0.966
c26a3.10	0.842
c26a3.11	0.859
c26a3.15c	0.980
c26a3.16	
c26a3.16.rc	1.178
c26f1.02	1.074
c26f1.04c	1.872
c26f1.05	1.120
c26f1.07	1.217
c26f1.08c	1.198
c26f1.09	1.150
c26f1.11	1.664
c26f1.12c	0.755
c26f1.12c.rc	1.428
c26f1.13c	0.863
c26f1.13c.rc	0.940
c26f1.14c	1.427
c26h5.01c	
c26h5.02c	1.072
c26h5.03	0.921
c26h5.04	1.233
c26h5.05	0.973
c26h5.06	1.028
c26h5.07c	0.868
c26h5.09c	1.464
c26h5.11	0.985
c26h5.12	1.181
c26h5.13c	0.942
c26h5.15	0.786
c26h8.04c	1.140
c26h8.05c	1.107
c26h8.06	0.788
c26h8.06.rc	0.883
c26h8.08c	0.670
c26h8.09c	0.934
c26h8.11c	0.977
c26h8.12	0.925
c26h8.13c	0.992
c26h8.14c	
c27.01c	0.950
c27.02c	1.107
c27.04	1.016
c27.05	1.012
c27.05.rc	1.571
c27.06c	0.832
c27b12.01c	1.007
c27b12.02	0.936
c27b12.03c	0.596
c27b12.04c	0.989
c27b12.05	0.998
c27b12.06	0.954
c27b12.07	0.939
c27b12.08	0.989
c27b12.09c	0.919
c27b12.10c	0.842
c27b12.11c	1.112
c27b12.12c	0.994
c27b12.14	1.128
c27d7.01c	0.985
c27d7.02c	1.143
c27d7.04	0.886
c27d7.05c	1.117
c27d7.06	0.955
c27d7.08c	1.059
c27d7.09c	1.629
c27d7.10c	1.735
c27d7.11c	0.934
c27d7.12c	1.387
c27e2.01	1.029
c27e2.02	0.848
c27e2.03c	0.719
c27e2.04c	1.423
c27e2.06c	1.154
c27e2.07	1.083
c27e2.11c	1.047
c27e2.12	
c27e2.13	1.069
c27f1.01c	0.987
c27f1.05c	1.209
c27f1.06c	0.625
c27f1.07	0.926
c27f1.08	0.877
c27f1.10	
c285.01c	1.563
c285.03	0.804
c285.04	1.073
c285.05	0.848
c285.10c	0.823
c285.11	0.921
c285.13c	0.948
c285.14	1.200
c285.17	0.933
c28e12.03	0.895
c28e12.04	0.783
c28e12.04.rc	1.085
c28f2.01c	1.152
c28f2.02	0.846
c28f2.05c	0.894
c28f2.07	1.121
c28f2.08c	1.025
c28f2.09	1.049
c28f2.10c	0.982
c28f2.11	0.954
c290.01c	0.812
c290.03c	0.931
c290.04	0.948
c290.04.rc	
c297.04c	
c297.05	
c29a10.02	1.178
c29a10.03c	1.130
c29a10.06c	0.803
c29a10.07	1.033
c29a10.08	1.255
c29a10.09c	1.292
c29a10.10c	0.972
c29a10.12	0.979
c29a10.13	0.587
c29a10.16c	0.762
c29a3.01	0.896
c29a3.03c	1.437
c29a3.05	1.003
c29a3.06	0.798
c29a3.07c	0.807
c29a3.08	1.336
c29a3.09c	1.025
c29a3.10c	0.727
c29a3.11c	0.810
c29a3.13	1.167
c29a3.15c	0.946
c29a3.16	0.679
c29a3.17	1.424
c29a3.18	0.511
c29a3.18.rc	0.653
c29a3.21	0.874
c29a4.03c	0.947
c29a4.04c	0.848
c29a4.05	1.016
c29a4.06c	1.106
c29a4.07	0.918
c29a4.09	0.909
c29a4.10	1.107
c29a4.11	
c29a4.12c	1.776
c29a4.13	0.993
c29a4.14c	1.029
c29a4.15	0.866
c29a4.16	0.943
c29a4.17c	1.036
c29a4.18	1.187
c29a4.19c	1.295
c29a4.20	0.809
c29b12.01	0.989
c29b12.02c	
c29b12.04	1.056
c29b12.05c	
c29b12.08	0.938
c29b12.10c	0.741
c29b12.11c	1.145
c29b12.12	1.251
c29b12.13	0.813
c29b12.14c	1.792
c29b5.04c	1.111
c29e6.01	1.023
c29e6.02	0.920
c29e6.04	1.671
c29e6.05c	1.123
c29e6.06c	0.885
c29e6.07	1.162
c29e6.09	1.005
c29e6.10c	0.888
c2a9.02	1.747
c2a9.03	1.137
c2a9.04c	1.224
c2a9.05c	1.094
c2a9.06c	0.852
c2a9.07c	1.075
c2a9.07c.rc	1.442
c2a9.09	1.038
c2a9.10	1.162
c2a9.10.rc	1.868
c2a9.13	1.124
c2c4.01	0.990
c2c4.04c	0.977
c2c4.05	1.025
c2c4.06c	0.767
c2c4.07c	1.156
c2c4.08	1.159
c2c4.09	1.000
c2c4.10c	1.072
c2c4.11c	0.693
c2c4.12c	0.852
c2c4.13	0.970
c2c4.14c	1.031
c2c4.15c	1.317
c2c4.17c	1.155
c2d10.01c	1.032
c2d10.02	1.114
c2d10.03c	0.988
c2d10.04	1.577
c2d10.07c	
c2d10.08c	1.212
c2d10.09	1.051
c2d10.11c	0.969
c2d10.13	1.177
c2d10.15c	0.984
c2d10.16	1.243
c2d10.17	1.426
c2d10.19c	0.891
c2e12.03c	0.786
c2e1p3.01	1.530
c2e1p3.02c	1.233
c2e1p3.04	1.381
c2e1p3.05c	0.489
c2e1p5.01c	0.671
c2e1p5.02c	1.063
c2e1p5.03	0.840
c2e1p5.03.rc	0.943
c2e1p5.05	0.721
c2f12.02c	0.989
c2f12.02c.rc	1.204
c2f12.03c	0.738
c2f12.03c.rc	1.019
c2f12.05c	1.127
c2f12.10	0.987
c2f12.12c	1.124
c2f12.15c	1.360
c2f12.16	0.916
c2f3.01	0.993
c2f3.02	1.010
c2f3.04c	0.857
c2f3.05c	0.893
c2f3.07c	1.090
c2f3.08	1.018
c2f3.08.rc	1.266
c2f3.09	0.833
c2f3.10	1.177
c2f3.11	1.003
c2f3.12c	0.913
c2f3.13c	0.872
c2f3.14c	1.090
c2f3.15	0.875
c2f3.16	1.049
c2f3.17	0.867
c2f7.02c	0.901
c2f7.04	0.871
c2f7.04.rc	1.384
c2f7.05c	0.793
c2f7.06c	1.401
c2f7.07c	0.892
c2f7.08c	1.142
c2f7.09c	1.035
c2f7.10	0.911
c2f7.13c	0.960
c2f7.14c	0.743
c2f7.14c.rc	1.442
c2f7.15	0.894
c2f7.16c	1.017
c2f7.17	0.944
c2f7.17.rc	1.038
c2g11.01	1.000
c2g11.02	0.861
c2g11.04	1.177
c2g11.05c	1.119
c2g11.09	1.051
c2g11.10c	0.974
c2g11.13	1.103
c2g11.14	1.020
c2g11.14.rc	1.480
c2g11.15c	0.934
c2g2.02	1.110
c2g2.04c	0.769
c2g2.07c	1.053
c2g2.09c	0.966
c2g2.10c	0.935
c2g2.11	0.980
c2g2.12	0.754
c2g2.13c	0.941
c2g2.14	1.073
c2g2.15c	0.967
c2g2.16	0.935
c2g2.17c	1.208
c2g5.01	0.803
c2g5.02c	1.033
c2g5.03	0.767
c2g5.04c	0.923
c2g5.05	0.955
c2h10.01	0.706
c2h10.02c	1.066
c2h8.02	1.239
c2h8.03	1.175
c2h8.04	0.935
c30.02c	1.103
c30.03c	0.925
c30.04c	0.787
c306.02c	0.994
c306.04c	0.952
c306.05c	1.041
c306.06c	0.892
c306.07c	0.789
c306.08c	0.761
c306.11	1.086
c306.11.rc	1.053
c30b4.01c	0.993
c30b4.02c	0.949
c30b4.03c	1.233
c30b4.04c	1.192
c30b4.05	1.176
c30b4.06c	1.192
c30b4.07c	1.128
c30b4.08	
c30b4.08.rc	1.129
c30c2.02	0.626
c30c2.03	1.049
c30c2.04	0.788
c30c2.06c	0.960
c30c2.07	0.963
c30c2.08	0.961
c30d10.02	0.850
c30d10.03c	1.026
c30d10.04	0.957
c30d10.05c	0.891
c30d10.07c	0.965
c30d10.08	1.084
c30d10.09c	1.100
c30d10.12c	0.903
c30d10.14	0.966
c30d10.15	0.947
c30d10.16	0.755
c30d10.17c	1.031
c30d10.19c	1.069
c30d10.20	1.055
c30d11.02c	
c30d11.03	
c30d11.06c	0.943
c30d11.08c	0.994
c30d11.09	1.148
c30d11.11	0.715
c30d11.14c	1.007
c30d11.15c	0.918
c317.01	0.772
c31a2.02	0.763
c31a2.03	0.932
c31a2.04c	1.009
c31a2.06	0.922
c31a2.07c	0.827
c31a2.08	0.986
c31a2.10	1.003
c31a2.12	1.101
c31a2.14	0.983
c31a2.15c	1.043
c31a2.16	1.298
c31a2.16.rc	2.192
c31e1.01c	1.070
c31e1.05	1.002
c31f10.01	0.925
c31f10.02	1.172
c31f10.03	0.880
c31f10.04c	1.199
c31f10.05	1.486
c31f10.07	0.906
c31f10.08	1.382
c31f10.09c	1.002
c31f10.10c	0.934
c31f10.12	0.791
c31f10.13c	0.942
c31f10.14c	
c31f10.15c	0.737
c31f10.16	1.021
c31f10.17c	0.916
c31f12.01	1.182
c31g5.02	0.890
c31g5.04	0.867
c31g5.05c	0.938
c31g5.06	1.321
c31g5.07	1.892
c31g5.10	1.208
c31g5.15	1.214
c31g5.18c	1.191
c31g5.19	1.076
c31g5.19.rc	1.304
c31g5.21	1.165
c31h12.01	1.193
c31h12.02c	1.474
c31h12.03c	1.004
c31h12.06	1.092
c320.02c	1.659
c320.03	1.367
c320.04c	1.174
c320.05	1.228
c320.06	1.102
c320.08	0.723
c320.09	1.567
c320.11c	0.627
c320.12	0.938
c320.14	1.101
c323.01c	1.147
c323.02c	1.129
c323.03c	1.081
c323.04	0.713
c323.05c	0.906
c323.07c	0.678
c323.08	0.933
c328.02	1.128
c328.04	1.198
c328.05	1.239
c328.06	0.947
c328.07c	1.095
c328.08c	0.843
c328.09	0.691
c32a11.01	0.912
c32a11.02c	0.723
c32a11.03c	1.120
c32c12.03c	0.943
c32f12.01c	0.966
c32f12.07c	1.045
c32f12.08c	
c32f12.10	1.180
c32f12.12c	1.019
c32f12.15	0.959
c330.02	0.990
c330.03c	0.688
c330.07c	0.961
c330.09	0.963
c330.10	1.117
c330.11	1.230
c330.12c	0.889
c330.13	0.890
c330.19c	1.305
c336.01	1.026
c336.05c	1.345
c336.09c	0.979
c336.11	1.024
c336.13c	1.048
c336.14c	1.023
c337.02c	0.828
c337.03	0.981
c337.04	1.065
c337.06c	1.047
c337.07c	0.966
c337.09	1.037
c337.10c	1.228
c337.11	1.228
c337.12	
c337.15c	
c337.17c	
c337.19	0.975
c337.20	0.859
c338.02	1.000
c338.03c	
c338.06c	0.949
c338.07c	0.939
c338.08	1.234
c338.08.rc	1.921
c338.10c	0.578
c338.12	1.221
c338.13	1.118
c338.14	0.966
c338.15	0.975
c338.18	1.015
c338.19	1.086
c342.01c	0.927
c342.02	0.965
c342.03	0.929
c342.04	0.996
c342.04.rc	1.083
c342.06c	0.812
c343.01c	0.877
c343.02	0.926
c343.03	1.262
c343.04c	1.099
c343.06c	1.083
c343.07	1.184
c343.08c	0.985
c343.09	1.116
c343.11c	1.059
c343.13	1.062
c343.14c	0.869
c343.15	1.088
c343.16	0.815
c343.17c	0.997
c343.18	1.010
c343.20	0.959
c354.03	0.935
c354.04	0.939
c354.05c	0.770
c354.06	1.021
c354.07c	0.972
c354.08c	1.219
c354.09c	1.024
c354.10	1.016
c354.11c	1.659
c354.13	1.108
c354.15	0.890
c359.01	0.711
c359.02	1.078
c359.03c	0.467
c359.04c	0.670
c359.05	0.908
c359.06	1.638
c36.01c	1.045
c36.02c	1.561
c36.03c	0.805
c36.04	1.049
c36.06c	0.915
c36.07	0.801
c36.08c	0.977
c36.10	0.616
c36.11	0.945
c364.01	0.810
c364.02c	1.166
c364.04c	1.066
c364.06	0.728
c364.07	0.769
c365.01	0.974
c365.02c	1.113
c365.04c	0.770
c365.07c	1.001
c365.08c	0.978
c365.09c	0.817
c365.10	1.045
c365.11	1.154
c365.12c	1.226
c365.14c	0.890
c365.16	0.502
c365.20c	1.221
c36b7.01	0.770
c36b7.02	0.909
c36b7.03	0.940
c36b7.04	0.844
c36b7.05c	1.060
c36b7.06c	1.209
c36b7.08c	0.749
c36b7.09	0.999
c3a11.01	
c3a11.01.rc	1.361
c3a11.03	0.869
c3a11.04	1.089
c3a11.07	0.473
c3a11.09	1.047
c3a11.09.rc	1.349
c3a11.10c	1.233
c3a11.11c	1.139
c3a12.01	1.218
c3a12.02	1.068
c3a12.03c	1.250
c3a12.04c	0.980
c3a12.05c	1.059
c3a12.06c	1.130
c3a12.08	1.748
c3a12.09c	1.133
c3a12.12	0.958
c3a12.13c	1.022
c3a12.16c	0.930
c3a12.17c	0.931
c3a12.19	1.057
c3b8.01c	0.914
c3b8.03	0.930
c3b8.04c	1.037
c3b8.05	0.963
c3b8.06	1.199
c3b8.07c	1.098
c3b8.08	0.991
c3b8.09	0.787
c3b8.10c	1.160
c3b8.11	1.103
c3b8.12	0.914
c3b8.13c	0.809
c3b9.01	1.004
c3b9.02c	1.080
c3b9.03	0.935
c3b9.04	1.159
c3b9.05	0.923
c3b9.06c	1.117
c3b9.08c	0.934
c3b9.12	0.949
c3b9.14c	0.956
c3b9.15c	0.882
c3b9.16c	0.892
c3b9.17	1.183
c3b9.18c	0.920
c3b9.19	0.893
c3b9.21	1.252
c3c7.01c	1.061
c3c7.02c	1.003
c3c7.04	0.964
c3c7.05c	
c3c7.06c	1.146
c3c7.07c	1.148
c3c7.08c	0.920
c3c7.09	1.028
c3c7.10	1.029
c3c7.13c	0.631
c3d6.01	1.053
c3d6.02	0.843
c3d6.03c	0.922
c3d6.04c	0.957
c3d6.05	0.951
c3d6.06c	0.835
c3d6.07	1.001
c3d6.08c	0.944
c3d6.10	1.402
c3d6.11c	1.032
c3d6.12	0.782
c3d6.13c	1.060
c3d6.16	1.507
c3e7.01	1.120
c3e7.04c	1.193
c3e7.05c	0.924
c3e7.06c	0.994
c3e7.07c	0.745
c3e7.09	1.157
c3e7.10	0.888
c3e7.11c	0.973
c3e7.12c	1.104
c3e7.13c	1.151
c3f10.03	0.848
c3f10.05c	0.923
c3f10.06c	0.926
c3f10.07c	1.222
c3f10.08c	0.856
c3f10.11c	1.137
c3f10.12c	1.314
c3f10.13	1.030
c3f10.14	
c3f10.15c	0.994
c3f10.15c.rc	1.089
c3f10.16c	0.830
c3f10.17	0.928
c3f10.17.rc	0.954
c3f6.01c	0.936
c3f6.02c	1.145
c3f6.04c	0.753
c3f6.05	0.919
c3f6.05.rc	1.422
c3g6.03c	0.982
c3g6.05	0.734
c3g6.07	0.875
c3g6.08	1.253
c3g6.09c	
c3g6.10c	1.189
c3g6.11	1.154
c3g9.01	
c3g9.02	1.015
c3g9.04	
c3g9.05	1.062
c3g9.06	0.767
c3g9.08	1.106
c3g9.10c	1.020
c3g9.11c	1.523
c3g9.12	0.905
c3g9.13c	
c3g9.15c	0.834
c3h1.02c	0.973
c3h1.03	0.959
c3h1.04c	1.147
c3h1.05	0.945
c3h1.06c	0.765
c3h1.08c	1.201
c3h1.09c	1.119
c3h1.10	1.055
c3h1.10.rc	1.322
c3h1.11	1.393
c3h1.12c	1.185
c3h1.13	1.202
c3h1.14	1.067
c3h5.02	1.027
c3h5.04	0.881
c3h5.08c	1.090
c3h5.09c	1.057
c3h5.11	1.204
c3h7.02	1.521
c3h7.03c	1.115
c3h7.04	0.894
c3h7.05c	1.351
c3h7.06c	1.334
c3h7.07c	0.875
c3h7.08c	0.854
c3h7.09	1.349
c3h7.10	0.960
c3h7.11	0.824
c3h7.12	0.984
c3h7.13	1.335
c3h7.14	1.251
