Gene name	Mean of ratios
c146.06c	1.615
c146.08c	0.913
c146.09c	1.048
c146.10	1.147
c146.11c	1.506
c146.12	
c146.13c	1.049
c1486.02c	0.827
c1486.03c	1.349
c1486.05	0.898
c1486.06	0.890
c1486.07c	0.826
c1486.08	0.930
c1486.09	0.717
c1494.02c	0.927
c1494.03	0.779
c1494.04c	0.991
c1494.05c	0.922
c1494.06c	0.931
c1494.07	0.934
c1494.08c	1.117
c1494.09c	1.166
c14c4.01c	1.508
c14c4.05c	
c14c4.06c	1.165
c14c4.07	1.569
c14c4.08	
c14c4.09.b	0.868
c14c4.10c	1.289
c14c4.11	0.816
c14c4.12c	0.802
c14c4.16	
c14c8.02	0.986
c14c8.03	0.834
c14c8.04	0.861
c14c8.08c	1.083
c14c8.09c	1.125
c14c8.10	0.939
c14c8.11c	1.055
c14c8.13	0.985
c14c8.15	1.095
c14c8.16c	0.824
c14c8.17c	1.100
c14c8.18c	0.859
c14f5.01	0.945
c14f5.02	1.020
c14f5.06	0.833
c14f5.07	0.936
c14f5.10c	1.281
c14f5.11c	1.254
c14f5.13c	1.066
c14g10.03c	0.931
c14g10.04	0.990
c14g10.04.rc	1.170
c1527.03	0.789
c1539.01c	0.951
c1539.02	1.384
c1539.04	1.085
c1539.05	1.134
c1539.06	0.848
c1539.07c	1.287
c1539.08	0.915
c1539.10	0.855
c1556.01c	1.013
c1556.02c	0.952
c1556.05c	0.955
c1556.06b	
c1565.01	0.899
c1565.02c	0.952
c1565.03	
c1565.05	0.742
c1565.07c	1.315
c15a10.01	0.873
c15a10.02	1.184
c15a10.05c	1.051
c15a10.06	1.101
c15a10.07	1.318
c15a10.09c	1.074
c15a10.10	1.625
c15a10.11	1.137
c15a10.12c	1.042
c15a10.13	1.026
c15a10.15	0.964
c15c4.02	1.012
c15c4.03	1.039
c15c4.04c	0.932
c15c4.05	0.937
c15c4.05.rc	1.536
c15d4.02	1.133
c15d4.05	1.149
c15d4.06	1.114
c15d4.08c	1.217
c15d4.09c	0.959
c15d4.10c	1.021
c15d4.11c	1.123
c15d4.12c	1.247
c15d4.13c	0.926
c15e1.02c	0.588
c15e1.04	1.005
c15e1.05c	0.908
c15e1.07c	1.260
c15e1.08	0.804
c15e1.09	0.963
c15f9.01c	1.270
c15f9.02	0.826
c15f9.02.rc	1.165
c15f9.03c	0.862
c16.03c	0.891
c16.04	0.938
c16.05c	0.885
c1604.02c	1.024
c1604.02c.rc	1.023
c1604.03c	1.080
c1604.04	1.129
c1604.06c	0.701
c1604.07	0.625
c1604.08c	1.032
c1604.09c	0.888
c1604.10	0.982
c1604.11	0.698
c1604.12	1.023
c1604.13c	0.837
c1604.15	0.970
c1604.16c	0.983
c1604.17c	1.291
c1604.18c	1.343
c1604.19c	1.315
c1610.01	0.971
c1610.02c	0.921
c1610.04	0.841
c162.01c	1.129
c162.02c	1.168
c162.03	0.964
c162.05	1.006
c162.06c	1.087
c162.07	1.064
c162.08c	1.034
c162.10	1.073
c162.11c	0.757
c162.12	0.892
c1620.03	1.639
c1620.04c	1.467
c1620.05	0.921
c1620.06c	1.089
c1620.07c	0.990
c1620.08	1.073
c1620.09c	1.049
c1620.10	1.068
c1620.11	1.022
c1620.12c	0.922
c1620.13	1.158
c1635.01	1.128
c1639.01c	0.826
c1652.01	1.375
c167.01	1.165
c167.04	0.845
c167.05	1.202
c167.06c	0.967
c167.07c	1.340
c1672.01	0.783
c1672.01.rc	0.969
c1672.03c	0.883
c1672.04c	0.998
c1672.05c	0.859
c1672.06c	1.247
c1672.07	0.742
c1672.09	0.934
c1672.10	0.899
c1672.11c	0.930
c1672.12c	0.968
c1677.01c	1.817
c1677.02	0.908
c1677.03c	0.853
c1682.01	0.932
c1682.03c	1.047
c1682.04	0.845
c1682.05c	
c1682.06	0.885
c1682.08c	0.792
c1682.09c	0.809
c1682.11c	1.169
c1682.12c	0.986
c1682.13	0.784
c1682.15	1.112
c1683.01	0.980
c1683.02	1.182
c1683.03c	1.103
c1683.04	1.015
c1683.05	0.814
c1683.06c	0.665
c1683.07	1.120
c1683.10c	0.887
c1683.11c	1.016
c1683.12	1.043
c1683.13c	0.878
c1685.03	1.089
c1685.04	1.230
c1685.05	1.081
c1685.07c	0.967
c1685.08	0.947
c1685.11	0.828
c1685.11.rc	1.172
c1685.12c	1.827
c1685.13	1.738
c1685.13.rc	1.862
c1685.14c	1.743
c1685.16	
c1687.02	1.094
c1687.04	0.844
c1687.05	0.981
c1687.07	1.232
c1687.08	1.270
c1687.09	1.086
c1687.10	0.936
c1687.12c	0.859
c1687.14c	1.042
c1687.16c	0.898
c1687.17c	
c1687.18c	1.007
c1687.19c	0.847
c1687.23c	
c16a10.01	1.324
c16a10.02	0.890
c16a10.04	1.098
c16a10.04.rc	
c16a10.05c	0.952
c16a10.06c	1.067
c16a11.01	1.296
c16a11.02	0.859
c16a11.03c	
c16a11.04	1.038
c16a11.06c	1.053
c16a11.07	1.160
c16a11.08	
c16a11.09c	
c16a11.10c	0.874
c16a11.11	0.964
c16a11.12c	1.055
c16a11.14	0.966
c16a11.15c	0.947
c16a11.16c	1.000
c16a3.02c	1.776
c16a3.03c	0.837
c16a3.03c.rc	1.198
c16a3.04	0.899
c16a3.06	0.936
c16a3.07c	0.995
c16a3.07c.rc	1.273
c16a3.08c	0.785
c16a3.10	0.875
c16a3.12c	0.920
c16a3.14	1.021
c16a3.16	1.077
c16a3.17c	1.137
c16a3.18	1.144
c16a3.19	0.981
c16c4.02c	0.935
c16c4.03	1.066
c16c4.03.rc	1.171
c16c4.04	1.061
c16c4.05	0.907
c16c4.06c	1.273
c16c4.07	0.951
c16c4.08c	0.727
c16c4.10	1.028
c16c4.12	1.066
c16c4.15	0.912
c16c4.16c	0.985
c16c4.17	1.088
c16c4.18c	1.121
c16c4.19	1.064
c16c4.20c	0.930
c16c4.21	0.989
c16c6.01c	0.954
c16c6.03c	1.259
c16c6.04	1.161
c16c6.05	0.844
c16c6.08c	0.660
c16c6.09	0.905
c16c6.12c	0.637
c16c9.01c	1.163
c16c9.02c	1.071
c16c9.03	0.755
c16c9.04c	0.829
c16c9.05	1.164
c16c9.06c	1.159
c16d10.01c	0.757
c16d10.02	1.089
c16d10.03	1.029
c16d10.06	0.712
c16d10.07c	0.970
c16d10.08c	1.079
c16d10.10	0.857
c16e8.01	0.953
c16e8.02	0.958
c16e8.04c	0.917
c16e8.06c	0.680
c16e8.07c	0.939
c16e8.08	1.099
c16e8.10c	1.031
c16e8.11c	1.132
c16e8.12c	0.958
c16e8.13	1.254
c16e8.14c	1.122
c16e8.16	1.302
c16e8.17c	0.973
c16e8.18	0.990
c16e9.01c	0.880
c16e9.02c	1.039
c16e9.03c	1.054
c16e9.05	0.882
c16e9.07	0.875
c16e9.08	1.416
c16e9.09c	0.904
c16e9.10c	0.792
c16e9.11c	1.293
c16e9.13	1.019
c16e9.14c	1.071
c16e9.15	1.046
c16e9.16c	0.983
c16e9.19	1.028
c16g5.02c	1.107
c16g5.03	0.978
c16g5.04	0.874
c16g5.05c	0.905
c16g5.06	1.118
c16g5.07c	0.947
c16g5.09	1.054
c16g5.10	0.862
c16g5.13	0.903
c16g5.15c	1.017
c16g5.15c.rc	
c16g5.16	1.149
c16g5.17	0.957
c16g5.19	
c16h5.04	0.869
c16h5.05c	0.996
c16h5.08c	0.938
c16h5.09c	1.070
c16h5.12c	1.054
c16h5.13	1.304
c16h5.14c	0.980
c16h5.15	0.995
c1703.01c	0.958
c1703.02	1.034
c1703.03c	0.790
c1703.04	1.141
c1703.05	0.778
c1703.06	1.034
c1703.07	0.771
c1703.08c	0.828
c1703.09	0.979
c1703.11	1.109
c1703.12	1.081
c1703.13c	0.545
c1705.02	0.909
c1705.02.rc	0.938
c1706.01	0.920
c1706.01.rc	1.083
c1709.03	0.953
c1709.04c	0.935
c1709.06	1.100
c1709.07	0.986
c1709.08	0.965
c1709.09	
c1709.10c	1.049
c1709.11c	1.353
c1709.12	1.038
c1709.13c	0.894
c1709.14	0.894
c1709.15c	0.918
c1709.16c	1.037
c1709.17	0.839
c1709.17.rc	1.071
c1709.20	0.830
c1711.03	0.839
c1711.04	0.859
c1711.05	0.732
c1711.07	0.556
c1711.08	1.132
c1711.09c	1.037
c1711.10c	1.150
c1711.11	1.645
c1711.12	0.972
c1711.15c	0.713
c1711.16	0.784
c1711.16.rc	1.070
c1718.02	1.217
c1718.03	1.083
c1718.04	0.894
c1734.06	1.227
c1734.07c	1.234
c1734.08	1.112
c1734.09	
c1734.10c	0.975
c1734.11	
c1734.12c	1.057
c1734.13	
c1734.18c	0.903
c1739.01	1.037
c1739.02c	1.242
c1739.03	1.030
c1739.04c	1.085
c1739.05	0.814
c1739.06c	1.191
c1739.07	0.981
c1739.08c	1.116
c1739.09c	0.709
c1739.10	0.954
c1739.11c	1.047
c1751.02c	0.888
c1751.04	0.791
c1753.05	0.944
c1753.05.rc	1.130
c1773.01	1.097
c1773.02c	1.101
c1773.03c	0.977
c1773.04	0.881
c1773.06c	1.202
c1773.08c	1.072
c1773.09c	1.158
c1773.10c	0.819
c1773.11c	1.031
c1773.12	
c1773.13	1.089
c1773.15	0.938
c1773.16c	1.039
c1773.17c	0.608
c1778.01c	0.728
c1778.02	1.430
c1778.03c	1.017
c1778.05c	1.136
c1778.07	1.148
c1778.08c	0.950
c1778.09	1.187
c1778.09.rc	1.240
c1782.01	1.188
c1782.02c	0.853
c1782.03	0.986
c1782.04	1.088
c1782.05	0.985
c1782.06c	1.036
c1782.08c	0.919
c1782.09c	1.024
c1782.11	0.678
c1782.12c	1.086
c1783.01	0.935
c1783.02c	1.133
c1783.03	0.973
c1783.06c	1.173
c1786.01c	0.997
c1786.02	0.564
c1786.04	1.142
c1795.01c	
c1795.04c	1.094
c1795.05c	0.810
c1795.05c.rc	0.935
c1795.07	0.885
c1795.08c	0.948
c1795.08c.rc	1.026
c1795.09	1.064
c1795.10c	0.967
c1795.12c	0.868
c1795.13	1.051
c17a2.02c	0.549
c17a2.03c	0.873
c17a2.04c	1.020
c17a2.05	0.968
c17a2.06c	1.228
c17a2.07c	1.124
c17a2.08c	0.983
c17a2.10c	1.306
c17a2.11	1.184
c17a2.12	1.433
c17a2.14	0.978
c17a2.15	0.835
c17a3.02	1.003
c17a5.01	1.192
c17a5.04c	0.872
c17a5.05c	1.049
c17a5.06	1.156
c17a5.08	0.846
c17a5.09c	0.903
c17a5.10	0.919
c17a5.12	0.897
c17a5.13	0.794
c17a5.15c	0.817
c17a5.16	1.071
c17a5.18c	1.179
c17c9.05c	0.899
c17c9.06	1.064
c17c9.07	0.882
c17c9.08	0.932
c17c9.11c	0.833
c17c9.12	1.000
c17c9.14	0.902
c17c9.15c	0.917
c17c9.16c	1.054
c17d1.01	0.910
c17d1.02	0.839
c17d1.03c	0.825
c17d1.04	0.833
c17d1.05	0.930
c17d1.06	0.538
c17d1.07c	1.304
c17d11.01	1.044
c17d11.02c	1.118
c17d11.03c	1.349
c17d11.04c	1.359
c17d11.06	1.143
c17d11.08	1.214
c17d4.03c	0.868
c17f3.03c	0.892
c17g6.02c	0.905
c17g6.03	1.175
c17g6.05c	1.232
c17g6.07c	1.062
c17g6.10	0.999
c17g6.11c	0.906
c17g6.15c	0.857
c17g6.16c	1.048
c17g6.17	
c17g6.17.rc	1.182
c17g8.02	1.367
c17g8.03c	0.990
c17g8.04c	0.981
c17g8.05	0.993
c17g8.07	0.893
c17g8.08c	0.907
c17g8.09	1.072
c17g8.11c	0.900
c17g8.12	1.142
c17g8.13c	1.034
c17g9.02c	0.879
c17g9.03c	0.818
c17g9.04c	1.028
c17g9.05	1.050
c17g9.06c	1.261
c17g9.12c	1.523
c17g9.13c	1.360
c17h9.02	0.942
c17h9.03c	1.168
c17h9.04c	0.775
c17h9.05	0.732
c17h9.06c	0.971
c17h9.07	0.879
c17h9.08	0.836
c17h9.08.rc	1.179
c17h9.10c	1.145
c17h9.11	0.908
c17h9.12c	0.888
c17h9.13c	0.920
c17h9.14c	0.929
c17h9.16	0.821
c17h9.17c	1.188
c17h9.18c	0.939
c17h9.18c.rc	
c18.01c	1.022
c18.02	0.931
c18.03	0.887
c18.04	1.075
c18.05c	0.763
c18.06c	
c18.08	0.844
c18.09c	0.638
c18.10	
c18.11c	0.940
c18.12c	1.222
c18.13	
c18.15	1.250
c18.16c	1.054
c18.17c	
c1805.01c	0.980
c1805.02c	0.982
c1805.03c	0.902
c1805.04	0.899
c1805.07c	1.196
c1805.09c	1.046
c1805.10	0.975
c1805.14	1.079
c1805.15c	1.222
c1805.16c	0.814
c1827.01c	0.747
c1827.02c	0.976
c1827.03c	1.285
c1827.04	1.024
c1827.05c	0.777
c1827.06c	0.722
c1827.07c	1.120
c1827.08c	1.069
c1834.05	1.028
c1834.06c	1.096
c1834.09	1.218
c1834.10c	0.926
c1840.04	1.002
c1840.05c	0.964
c1840.06	0.806
c1840.07c	0.756
c1840.08c	1.123
c1840.09	1.049
c1840.12	
c1851.02	0.799
c186.01	1.130
c186.02c	
c186.03	0.934
c186.03.rc	1.079
c186.04c	1.418
c186.05c	1.531
c186.06	
c186.06.rc	1.292
c186.07c	
c186.08c	1.517
c186.09	1.531
c1861.03	0.853
c1861.04c	0.848
c1861.05	0.853
c1861.07	0.977
c1861.08c	0.913
c1861.09	0.972
c188.01c	
c188.04c	0.939
c188.05	
c188.07	1.023
c188.08c	1.255
c188.09c	1.126
c1884.01	0.833
c1884.01.rc	1.509
c18a7.01	0.868
c18a7.01.rc	1.075
c18a7.02c	1.005
c18b11.02c	0.789
c18b11.02c.rc	0.907
c18b11.03c	1.150
c18b11.04	1.037
c18b11.05	1.115
c18b11.06	0.695
c18b11.08c	0.848
c18b11.09c	1.151
c18b11.10	0.977
c18b11.11	1.021
c18b5.02c	2.034
c18b5.04	1.066
c18b5.05c	0.956
c18b5.06	0.977
c18b5.07c	
c18b5.08c	
c18b5.09c	1.183
c18b5.10c	1.063
c18b5.12	1.054
c18b5.13	0.911
c18e5.01	0.831
c18e5.01.rc	0.992
c18e5.02c	0.785
c18e5.03c	1.092
c18e5.05c	1.178
c18e5.07	1.231
c18e5.08	1.836
c18e5.09c	0.945
c18e5.10	
c18e5.14c	0.933
c18e5.15	0.844
c18g6.01c	1.172
c18g6.05c	1.026
c18g6.06	0.896
c18g6.09c	0.914
c18g6.10	1.202
c18g6.11c	0.836
c18g6.13	1.042
c18h10.01	0.787
c18h10.02	0.594
c18h10.05	1.276
c18h10.06c	0.989
c18h10.07	0.934
c18h10.08c	1.215
c18h10.09	1.038
c18h10.10c	0.956
c18h10.11c	1.407
c18h10.15	0.956
c18h10.16	1.072
c18h10.17c	0.928
c18h10.18c	0.994
c18h10.19	1.162
c18h10.20c	0.838
c18h10.21c	1.193
c1906.01	0.921
c1906.02c	1.102
c191.01	1.078
c191.02c	0.772
c191.03c	0.840
c191.04c	1.362
c191.05c	
c191.06	
c191.08	
c191.09c	1.324
c191.10	
c191.13	1.100
c1919.02	0.875
c1919.03c	0.963
c1919.04	1.104
c1919.05	0.990
c1919.07	0.937
c1919.08c	0.828
c1919.11	
c1919.12c	1.211
c1919.13c	0.876
c1919.14c	0.886
c1921.02	1.065
c1921.04c	1.169
c1921.06c	0.933
c1952.01	1.048
c1952.02	1.001
c1952.03	1.296
c1952.04c	1.113
c1952.05	1.017
c1952.06c	
c1952.08c	1.242
c1952.09c	1.303
c1952.10c	1.446
c1952.13	1.121
c1952.14c	1.068
c1952.15c	1.227
c1952.16	
c1952.16.rc	1.341
c19a8.02	1.031
c19a8.03	
c19a8.04	0.909
c19a8.06	1.350
c19a8.07c	0.738
c19a8.09	0.955
c19a8.10	0.928
c19a8.11c	0.974
c19a8.12	0.958
