Gene name	Mean of ratios
c146.08c	1.041
c146.09c	0.931
c146.10	0.979
c146.11c	1.219
c146.12	
c146.13c	0.964
c1486.02c	0.881
c1486.03c	0.917
c1486.05	0.980
c1486.06	1.043
c1486.07c	1.032
c1486.08	0.991
c1486.09	1.187
c1494.02c	1.160
c1494.03	0.858
c1494.04c	
c1494.05c	1.109
c1494.06c	1.156
c1494.07	0.940
c1494.08c	1.015
c1494.09c	0.945
c14c4.01c	0.786
c14c4.05c	
c14c4.06c	0.927
c14c4.07	0.725
c14c4.08	
c14c4.09.b	0.794
c14c4.10c	0.917
c14c4.11	1.126
c14c4.12c	0.770
c14c4.16	
c14c8.02	1.336
c14c8.03	1.162
c14c8.04	1.143
c14c8.08c	0.947
c14c8.09c	1.046
c14c8.10	0.959
c14c8.11c	1.090
c14c8.13	1.248
c14c8.15	1.170
c14c8.16c	1.089
c14c8.17c	1.145
c14c8.18c	1.071
c14f5.01	1.161
c14f5.02	0.950
c14f5.06	1.254
c14f5.07	0.889
c14f5.10c	0.798
c14f5.11c	0.794
c14f5.13c	0.812
c14g10.03c	0.791
c14g10.04	0.922
c14g10.04.rc	1.054
c1527.03	1.167
c1539.01c	0.998
c1539.02	1.364
c1539.04	0.862
c1539.05	1.167
c1539.06	0.845
c1539.07c	0.767
c1539.08	0.928
c1539.10	1.392
c1556.01c	0.796
c1556.02c	1.289
c1556.05c	1.088
c1556.06b	1.008
c1565.01	0.805
c1565.02c	0.929
c1565.03	
c1565.05	1.229
c1565.07c	0.838
c15a10.01	0.852
c15a10.02	0.965
c15a10.05c	0.641
c15a10.06	0.922
c15a10.07	0.763
c15a10.09c	1.006
c15a10.10	1.412
c15a10.11	0.981
c15a10.12c	0.861
c15a10.13	1.212
c15a10.15	0.949
c15c4.02	1.168
c15c4.03	1.027
c15c4.04c	1.167
c15c4.05	0.954
c15c4.05.rc	1.417
c15d4.02	1.040
c15d4.05	1.150
c15d4.06	1.131
c15d4.08c	0.921
c15d4.09c	1.043
c15d4.10c	0.954
c15d4.11c	0.846
c15d4.12c	1.027
c15d4.13c	0.973
c15e1.02c	0.316
c15e1.04	0.869
c15e1.05c	0.919
c15e1.07c	1.001
c15e1.08	1.115
c15e1.09	1.042
c15f9.01c	1.206
c15f9.02	0.997
c15f9.02.rc	1.114
c15f9.03c	1.032
c16.03c	1.165
c16.04	1.139
c16.05c	0.839
c1604.02c	0.847
c1604.02c.rc	0.953
c1604.03c	0.862
c1604.04	1.159
c1604.06c	1.243
c1604.07	1.055
c1604.08c	0.978
c1604.09c	1.151
c1604.10	0.976
c1604.11	1.058
c1604.12	0.905
c1604.13c	1.026
c1604.15	0.787
c1604.16c	0.808
c1604.17c	1.245
c1604.18c	1.167
c1604.19c	0.969
c1610.01	1.051
c1610.02c	0.998
c1610.04	1.118
c162.01c	1.252
c162.02c	1.307
c162.03	1.379
c162.05	0.939
c162.06c	0.873
c162.07	0.811
c162.08c	0.777
c162.10	1.101
c162.11c	1.146
c162.12	0.884
c1620.03	0.675
c1620.04c	0.954
c1620.05	1.040
c1620.06c	1.052
c1620.07c	1.004
c1620.08	1.083
c1620.09c	0.766
c1620.10	0.978
c1620.11	1.041
c1620.12c	0.824
c1620.13	1.224
c1635.01	0.757
c1639.01c	0.934
c1652.01	0.969
c167.01	0.924
c167.04	1.042
c167.05	0.968
c167.06c	0.814
c167.07c	0.679
c1672.01	0.870
c1672.01.rc	1.047
c1672.03c	0.920
c1672.04c	0.974
c1672.05c	1.148
c1672.06c	0.799
c1672.07	1.177
c1672.09	1.025
c1672.10	0.960
c1672.11c	0.997
c1672.12c	0.906
c1677.01c	0.413
c1677.02	0.907
c1677.03c	1.068
c1682.01	1.032
c1682.03c	1.019
c1682.04	0.967
c1682.05c	
c1682.06	0.781
c1682.08c	1.110
c1682.09c	1.249
c1682.11c	0.607
c1682.12c	1.004
c1682.13	1.174
c1682.15	1.041
c1683.01	1.131
c1683.02	0.931
c1683.03c	0.892
c1683.04	0.997
c1683.05	0.847
c1683.06c	0.372
c1683.07	0.672
c1683.10c	1.262
c1683.11c	0.926
c1683.12	0.825
c1683.13c	0.865
c1685.03	1.054
c1685.04	1.040
c1685.05	
c1685.07c	1.081
c1685.08	0.854
c1685.11	0.889
c1685.11.rc	1.111
c1685.12c	1.175
c1685.13	1.094
c1685.13.rc	1.224
c1685.14c	0.669
c1685.16	
c1687.02	0.971
c1687.04	1.027
c1687.05	0.955
c1687.07	0.702
c1687.08	0.682
c1687.09	0.763
c1687.10	1.017
c1687.12c	0.933
c1687.14c	0.777
c1687.16c	1.007
c1687.17c	
c1687.18c	0.980
c1687.19c	1.132
c1687.23c	1.226
c16a10.01	1.077
c16a10.02	1.030
c16a10.04	0.969
c16a10.04.rc	
c16a10.05c	0.811
c16a10.06c	1.028
c16a11.01	0.935
c16a11.02	1.188
c16a11.03c	
c16a11.04	0.862
c16a11.06c	1.126
c16a11.07	1.084
c16a11.08	
c16a11.09c	
c16a11.10c	1.109
c16a11.11	0.986
c16a11.12c	1.270
c16a11.14	0.932
c16a11.15c	0.403
c16a11.16c	1.029
c16a3.02c	0.501
c16a3.03c	0.849
c16a3.03c.rc	0.914
c16a3.04	1.038
c16a3.06	0.984
c16a3.07c	0.893
c16a3.07c.rc	1.148
c16a3.08c	1.230
c16a3.10	0.932
c16a3.12c	0.927
c16a3.14	1.039
c16a3.16	0.962
c16a3.17c	0.738
c16a3.18	0.836
c16a3.19	1.144
c16c4.02c	1.021
c16c4.03	0.964
c16c4.03.rc	1.048
c16c4.04	1.066
c16c4.05	0.950
c16c4.06c	1.018
c16c4.07	0.767
c16c4.08c	1.246
c16c4.10	0.881
c16c4.12	1.139
c16c4.15	1.044
c16c4.16c	0.982
c16c4.17	0.703
c16c4.18c	0.979
c16c4.19	1.117
c16c4.20c	0.934
c16c4.21	0.776
c16c6.01c	1.048
c16c6.03c	1.241
c16c6.04	0.906
c16c6.05	1.112
c16c6.08c	1.094
c16c6.09	1.017
c16c6.12c	1.404
c16c9.01c	0.942
c16c9.02c	1.157
c16c9.03	1.207
c16c9.04c	0.965
c16c9.05	0.857
c16c9.06c	0.990
c16d10.01c	1.391
c16d10.02	1.477
c16d10.03	1.111
c16d10.06	1.061
c16d10.07c	1.148
c16d10.08c	0.997
c16d10.10	1.036
c16e8.01	1.012
c16e8.02	0.778
c16e8.04c	0.959
c16e8.06c	1.443
c16e8.07c	1.011
c16e8.08	0.846
c16e8.10c	1.025
c16e8.11c	0.983
c16e8.12c	1.053
c16e8.13	0.889
c16e8.14c	1.133
c16e8.16	0.708
c16e8.17c	1.051
c16e8.18	0.934
c16e9.01c	0.874
c16e9.02c	0.973
c16e9.03c	0.930
c16e9.05	1.109
c16e9.07	1.074
c16e9.08	0.950
c16e9.09c	0.925
c16e9.10c	1.347
c16e9.11c	0.935
c16e9.13	0.929
c16e9.14c	0.767
c16e9.15	0.812
c16e9.16c	0.394
c16e9.19	0.934
c16g5.02c	0.742
c16g5.03	0.720
c16g5.04	1.041
c16g5.05c	1.135
c16g5.06	0.814
c16g5.07c	0.945
c16g5.09	0.849
c16g5.10	1.026
c16g5.13	1.020
c16g5.15c	0.858
c16g5.15c.rc	
c16g5.16	0.859
c16g5.17	0.991
c16g5.19	
c16h5.04	1.061
c16h5.05c	1.057
c16h5.08c	1.412
c16h5.09c	1.256
c16h5.12c	0.860
c16h5.13	1.154
c16h5.14c	0.952
c16h5.15	1.210
c1703.01c	1.057
c1703.02	1.093
c1703.03c	1.182
c1703.04	1.078
c1703.05	1.229
c1703.06	0.842
c1703.07	1.138
c1703.08c	1.111
c1703.09	0.977
c1703.11	0.919
c1703.12	0.836
c1703.13c	1.159
c1705.02	1.002
c1705.02.rc	1.088
c1706.01	1.035
c1706.01.rc	1.230
c1709.03	0.939
c1709.04c	1.089
c1709.06	1.172
c1709.07	0.978
c1709.08	0.888
c1709.09	
c1709.10c	0.889
c1709.11c	0.825
c1709.12	0.965
c1709.13c	1.064
c1709.14	1.077
c1709.15c	0.987
c1709.16c	0.944
c1709.17	0.971
c1709.17.rc	1.351
c1709.20	0.930
c1711.03	0.982
c1711.04	1.236
c1711.05	1.216
c1711.07	1.151
c1711.08	1.005
c1711.09c	0.942
c1711.10c	0.820
c1711.11	0.806
c1711.12	0.693
c1711.15c	1.220
c1711.16	1.326
c1711.16.rc	1.258
c1718.02	1.269
c1718.03	1.142
c1718.04	0.961
c1734.06	1.077
c1734.07c	0.873
c1734.08	0.752
c1734.09	
c1734.10c	0.887
c1734.11	
c1734.12c	0.993
c1734.13	
c1734.18c	1.347
c1739.01	0.766
c1739.02c	1.111
c1739.03	0.683
c1739.04c	0.883
c1739.05	1.297
c1739.06c	0.946
c1739.07	0.982
c1739.08c	0.502
c1739.09c	1.043
c1739.10	0.903
c1739.11c	0.760
c1751.02c	0.924
c1751.04	1.010
c1753.05	1.042
c1753.05.rc	1.124
c1773.01	0.826
c1773.02c	0.579
c1773.03c	0.641
c1773.04	0.891
c1773.06c	0.135
c1773.08c	1.146
c1773.09c	0.918
c1773.10c	1.126
c1773.11c	0.826
c1773.12	
c1773.13	0.767
c1773.15	0.901
c1773.16c	0.812
c1773.17c	0.588
c1778.01c	1.145
c1778.02	0.854
c1778.03c	0.938
c1778.05c	0.813
c1778.07	1.099
c1778.08c	0.913
c1778.09	1.035
c1778.09.rc	1.107
c1782.01	0.751
c1782.02c	1.091
c1782.03	0.980
c1782.04	0.999
c1782.05	0.969
c1782.06c	1.037
c1782.08c	0.962
c1782.09c	0.850
c1782.11	1.244
c1782.12c	0.901
c1783.01	0.915
c1783.02c	1.091
c1783.03	0.902
c1783.06c	1.054
c1786.01c	0.966
c1786.02	1.451
c1786.04	1.318
c1795.01c	
c1795.04c	0.916
c1795.05c	1.054
c1795.05c.rc	1.174
c1795.07	0.946
c1795.08c	1.033
c1795.08c.rc	0.892
c1795.09	0.786
c1795.10c	0.864
c1795.12c	0.847
c1795.13	1.154
c17a2.02c	1.156
c17a2.03c	1.081
c17a2.04c	1.286
c17a2.05	0.765
c17a2.06c	0.896
c17a2.07c	0.924
c17a2.08c	1.080
c17a2.10c	1.158
c17a2.11	1.174
c17a2.12	1.410
c17a2.14	0.962
c17a2.15	0.951
c17a3.02	0.959
c17a5.01	1.045
c17a5.04c	0.926
c17a5.05c	0.890
c17a5.06	0.869
c17a5.08	0.910
c17a5.09c	0.788
c17a5.10	0.762
c17a5.12	0.867
c17a5.13	1.190
c17a5.15c	1.177
c17a5.16	1.053
c17a5.18c	1.023
c17c9.05c	0.775
c17c9.06	0.837
c17c9.07	0.988
c17c9.08	0.859
c17c9.11c	0.816
c17c9.12	0.838
c17c9.14	1.124
c17c9.15c	1.015
c17c9.16c	1.265
c17d1.01	0.784
c17d1.02	1.224
c17d1.03c	1.182
c17d1.04	0.906
c17d1.05	1.257
c17d1.06	1.190
c17d1.07c	1.305
c17d11.01	1.005
c17d11.02c	0.942
c17d11.03c	0.788
c17d11.04c	1.066
c17d11.06	1.188
c17d11.08	0.746
c17d4.03c	0.879
c17f3.03c	1.004
c17g6.02c	1.026
c17g6.03	0.832
c17g6.05c	0.831
c17g6.07c	1.008
c17g6.10	1.186
c17g6.11c	0.974
c17g6.15c	1.147
c17g6.16c	0.999
c17g6.17	
c17g6.17.rc	1.071
c17g8.02	1.342
c17g8.03c	0.978
c17g8.04c	0.839
c17g8.05	1.050
c17g8.07	1.067
c17g8.08c	1.294
c17g8.09	0.976
c17g8.11c	1.007
c17g8.12	0.782
c17g8.13c	0.959
c17g9.02c	0.934
c17g9.03c	1.235
c17g9.04c	1.186
c17g9.05	1.173
c17g9.06c	1.082
c17g9.12c	1.013
c17g9.13c	1.264
c17h9.02	0.993
c17h9.03c	1.048
c17h9.04c	1.269
c17h9.05	1.248
c17h9.06c	1.024
c17h9.07	1.191
c17h9.08	0.966
c17h9.08.rc	1.276
c17h9.10c	0.941
c17h9.11	1.019
c17h9.12c	1.075
c17h9.13c	0.980
c17h9.14c	0.846
c17h9.16	1.130
c17h9.17c	1.057
c17h9.18c	0.821
c17h9.18c.rc	
c18.01c	1.015
c18.02	0.818
c18.03	0.726
c18.04	0.784
c18.05c	1.218
c18.06c	
c18.08	1.086
c18.09c	1.166
c18.10	
c18.11c	0.971
c18.12c	1.276
c18.13	1.338
c18.15	0.769
c18.16c	0.940
c18.17c	1.450
c1805.01c	1.020
c1805.02c	0.968
c1805.03c	1.137
c1805.04	1.012
c1805.07c	0.824
c1805.09c	1.127
c1805.10	0.987
c1805.14	0.894
c1805.15c	1.072
c1805.16c	0.996
c1827.01c	1.287
c1827.02c	1.106
c1827.03c	0.805
c1827.04	0.894
c1827.05c	1.130
c1827.06c	1.020
c1827.07c	0.872
c1827.08c	0.835
c1834.05	1.065
c1834.06c	1.049
c1834.09	0.839
c1834.10c	1.025
c1840.04	0.861
c1840.05c	1.005
c1840.06	0.863
c1840.07c	1.062
c1840.08c	1.260
c1840.09	0.876
c1840.12	0.672
c1851.02	1.099
c186.01	1.028
c186.02c	
c186.03	0.972
c186.03.rc	1.312
c186.04c	0.959
c186.05c	1.065
c186.06	
c186.06.rc	1.206
c186.07c	
c186.08c	1.377
c186.09	0.810
c1861.03	0.978
c1861.04c	0.917
c1861.05	0.762
c1861.07	1.034
c1861.08c	0.934
c1861.09	0.927
c188.01c	2.005
c188.04c	1.007
c188.05	
c188.07	0.942
c188.08c	0.825
c188.09c	0.844
c1884.01	1.168
c1884.01.rc	1.586
c18a7.01	0.784
c18a7.01.rc	1.063
c18a7.02c	0.889
c18b11.02c	1.007
c18b11.02c.rc	1.040
c18b11.03c	0.936
c18b11.04	0.893
c18b11.05	1.011
c18b11.06	1.247
c18b11.08c	1.056
c18b11.09c	0.867
c18b11.10	1.030
c18b11.11	1.012
c18b5.02c	0.191
c18b5.04	1.149
c18b5.05c	1.031
c18b5.06	1.063
c18b5.07c	
c18b5.08c	
c18b5.09c	1.170
c18b5.10c	0.976
c18b5.12	0.925
c18b5.13	1.153
c18e5.01	0.891
c18e5.01.rc	1.054
c18e5.02c	0.823
c18e5.03c	0.938
c18e5.05c	1.051
c18e5.07	1.049
c18e5.08	
c18e5.09c	0.738
c18e5.10	
c18e5.14c	0.714
c18e5.15	1.013
c18g6.01c	1.164
c18g6.05c	0.872
c18g6.06	1.173
c18g6.09c	0.858
c18g6.10	1.045
c18g6.11c	1.210
c18g6.13	0.982
c18h10.01	1.295
c18h10.02	1.419
c18h10.05	0.873
c18h10.06c	1.093
c18h10.07	0.957
c18h10.08c	0.887
c18h10.09	0.977
c18h10.10c	0.893
c18h10.11c	1.321
c18h10.15	1.276
c18h10.16	0.903
c18h10.17c	1.134
c18h10.18c	0.824
c18h10.19	0.898
c18h10.20c	1.043
c18h10.21c	1.174
c1906.01	1.134
c1906.02c	0.850
c191.01	0.714
c191.02c	1.004
c191.03c	1.038
c191.04c	1.466
c191.05c	
c191.06	
c191.08	
c191.09c	1.044
c191.10	
c191.13	0.977
c1919.02	1.151
c1919.03c	0.801
c1919.04	0.984
c1919.05	0.905
c1919.07	0.972
c1919.08c	0.735
c1919.11	
c1919.12c	0.878
c1919.13c	1.032
c1919.14c	0.793
c1921.02	0.936
c1921.04c	0.818
c1921.06c	0.747
c1952.01	1.096
c1952.02	1.249
c1952.03	1.227
c1952.04c	1.049
c1952.05	1.222
c1952.06c	
c1952.08c	0.753
c1952.09c	1.363
c1952.10c	0.551
c1952.13	0.803
c1952.14c	1.084
c1952.15c	1.060
c1952.16	0.766
c1952.16.rc	0.794
c19a8.02	1.071
c19a8.03	
c19a8.04	1.063
c19a8.06	0.862
c19a8.07c	1.103
c19a8.09	0.982
c19a8.10	0.890
c19a8.11c	0.991
c19a8.12	1.020
