Gene name	Mean of ratios
c146.09c	1.262
c146.10	2.361
c146.11c	2.208
c146.12	
c146.13c	1.060
c1486.02c	
c1486.03c	1.824
c1486.05	0.835
c1486.06	0.910
c1486.07c	1.206
c1486.08	0.827
c1486.09	0.594
c1494.02c	0.955
c1494.03	2.020
c1494.04c	
c1494.05c	1.049
c1494.06c	0.801
c1494.07	0.768
c1494.08c	1.558
c1494.09c	1.320
c14c4.01c	1.191
c14c4.05c	
c14c4.06c	1.282
c14c4.07	1.815
c14c4.08	
c14c4.09.b	0.348
c14c4.10c	0.831
c14c4.11	0.734
c14c4.12c	0.627
c14c4.16	
c14c8.02	0.743
c14c8.03	1.080
c14c8.04	1.212
c14c8.08c	1.174
c14c8.09c	1.217
c14c8.10	1.229
c14c8.11c	0.837
c14c8.13	0.948
c14c8.15	1.603
c14c8.16c	1.314
c14c8.17c	1.280
c14c8.18c	0.992
c14f5.01	0.698
c14f5.02	0.906
c14f5.06	0.588
c14f5.07	0.988
c14f5.10c	1.846
c14f5.11c	1.088
c14f5.13c	1.663
c14g10.03c	1.301
c14g10.04	1.502
c14g10.04.rc	1.502
c1527.03	0.497
c1539.01c	1.202
c1539.02	1.547
c1539.04	1.863
c1539.05	0.970
c1539.06	1.005
c1539.07c	0.872
c1539.08	0.943
c1539.10	0.563
c1556.01c	0.817
c1556.02c	0.792
c1556.05c	0.739
c1556.06b	
c1565.01	0.920
c1565.02c	0.759
c1565.03	
c1565.05	0.647
c1565.07c	0.873
c15a10.01	1.958
c15a10.02	0.757
c15a10.05c	1.481
c15a10.06	0.839
c15a10.07	1.349
c15a10.09c	0.481
c15a10.10	1.356
c15a10.11	0.793
c15a10.12c	1.098
c15a10.13	0.920
c15a10.15	0.955
c15c4.02	1.197
c15c4.03	1.131
c15c4.04c	1.102
c15c4.05	0.619
c15c4.05.rc	1.637
c15d4.02	0.836
c15d4.05	0.879
c15d4.06	0.853
c15d4.08c	1.172
c15d4.09c	1.417
c15d4.10c	0.843
c15d4.11c	1.214
c15d4.12c	1.616
c15d4.13c	1.198
c15e1.02c	1.875
c15e1.04	1.490
c15e1.05c	1.017
c15e1.07c	
c15e1.08	1.113
c15e1.09	1.017
c15f9.01c	0.883
c15f9.02	1.103
c15f9.02.rc	1.553
c15f9.03c	0.936
c16.03c	0.925
c16.04	0.421
c16.05c	0.411
c1604.02c	0.862
c1604.02c.rc	1.020
c1604.03c	0.678
c1604.04	0.815
c1604.06c	0.729
c1604.07	1.330
c1604.08c	1.000
c1604.09c	0.590
c1604.10	0.710
c1604.11	1.503
c1604.12	0.941
c1604.13c	1.016
c1604.15	0.854
c1604.16c	0.874
c1604.17c	0.739
c1604.18c	0.708
c1604.19c	0.929
c1610.01	0.953
c1610.02c	0.967
c1610.04	1.217
c162.01c	0.754
c162.02c	1.392
c162.03	1.519
c162.05	1.125
c162.06c	1.134
c162.07	0.711
c162.08c	0.934
c162.10	0.836
c162.11c	0.494
c162.12	0.769
c1620.03	0.962
c1620.04c	
c1620.05	0.761
c1620.06c	0.983
c1620.07c	1.125
c1620.08	1.278
c1620.09c	1.346
c1620.10	0.863
c1620.11	0.909
c1620.12c	0.951
c1620.13	0.891
c1635.01	1.028
c1639.01c	1.298
c1652.01	0.973
c167.01	0.861
c167.04	1.089
c167.05	1.223
c167.06c	2.068
c167.07c	1.650
c1672.01	0.996
c1672.01.rc	1.114
c1672.03c	1.654
c1672.04c	0.807
c1672.05c	1.008
c1672.06c	1.011
c1672.07	0.613
c1672.09	1.133
c1672.10	1.067
c1672.11c	1.100
c1672.12c	1.088
c1677.01c	0.466
c1677.02	0.953
c1677.03c	0.996
c1682.01	0.997
c1682.03c	0.973
c1682.04	0.877
c1682.05c	
c1682.06	1.169
c1682.08c	1.536
c1682.09c	1.405
c1682.11c	1.271
c1682.12c	0.599
c1682.13	0.407
c1682.15	1.409
c1683.01	0.990
c1683.02	1.085
c1683.03c	1.244
c1683.04	1.718
c1683.05	0.421
c1683.06c	0.555
c1683.07	0.719
c1683.10c	0.325
c1683.11c	0.730
c1683.12	0.649
c1683.13c	1.003
c1685.03	0.996
c1685.04	0.823
c1685.05	
c1685.07c	1.339
c1685.08	1.185
c1685.11	0.682
c1685.11.rc	0.935
c1685.12c	1.314
c1685.13	1.192
c1685.13.rc	1.336
c1685.14c	0.917
c1685.16	
c1687.02	1.206
c1687.04	1.035
c1687.05	1.406
c1687.07	1.475
c1687.08	1.326
c1687.09	1.273
c1687.10	0.450
c1687.12c	1.194
c1687.14c	1.835
c1687.16c	0.858
c1687.17c	
c1687.18c	0.628
c1687.19c	0.552
c1687.23c	1.616
c16a10.01	1.941
c16a10.02	0.967
c16a10.04	0.691
c16a10.04.rc	
c16a10.05c	1.491
c16a10.06c	0.984
c16a11.01	1.942
c16a11.02	0.619
c16a11.03c	
c16a11.04	0.749
c16a11.06c	0.835
c16a11.07	1.036
c16a11.08	
c16a11.09c	
c16a11.10c	0.771
c16a11.11	0.864
c16a11.12c	0.955
c16a11.14	1.024
c16a11.15c	1.866
c16a11.16c	1.175
c16a3.02c	1.418
c16a3.03c	1.042
c16a3.03c.rc	1.084
c16a3.04	1.245
c16a3.06	0.847
c16a3.07c	0.757
c16a3.07c.rc	1.211
c16a3.08c	0.804
c16a3.10	1.141
c16a3.12c	0.841
c16a3.14	0.941
c16a3.16	1.099
c16a3.17c	1.820
c16a3.18	1.154
c16a3.19	0.765
c16c4.02c	0.845
c16c4.03	0.885
c16c4.03.rc	1.132
c16c4.04	0.626
c16c4.05	0.570
c16c4.06c	0.745
c16c4.07	0.842
c16c4.08c	0.827
c16c4.10	1.104
c16c4.12	1.258
c16c4.15	0.889
c16c4.16c	0.901
c16c4.17	1.179
c16c4.18c	1.007
c16c4.19	0.998
c16c4.20c	0.725
c16c4.21	1.010
c16c6.01c	1.216
c16c6.03c	1.054
c16c6.04	1.399
c16c6.05	0.943
c16c6.08c	1.285
c16c6.09	0.775
c16c6.12c	0.574
c16c9.01c	1.430
c16c9.02c	1.294
c16c9.03	0.598
c16c9.04c	1.493
c16c9.05	1.090
c16c9.06c	0.588
c16d10.01c	0.632
c16d10.02	
c16d10.03	0.810
c16d10.06	0.400
c16d10.07c	0.734
c16d10.08c	2.255
c16d10.10	0.796
c16e8.01	1.116
c16e8.02	1.120
c16e8.04c	0.990
c16e8.06c	0.909
c16e8.07c	1.072
c16e8.08	1.161
c16e8.10c	0.944
c16e8.11c	1.088
c16e8.12c	0.651
c16e8.13	1.331
c16e8.14c	0.904
c16e8.16	1.339
c16e8.17c	0.919
c16e8.18	0.853
c16e9.01c	2.010
c16e9.02c	1.251
c16e9.03c	1.313
c16e9.05	1.077
c16e9.07	0.704
c16e9.08	1.065
c16e9.09c	0.883
c16e9.10c	0.547
c16e9.11c	1.321
c16e9.13	1.537
c16e9.14c	0.686
c16e9.15	0.834
c16e9.16c	2.238
c16e9.19	1.077
c16g5.02c	0.715
c16g5.03	1.106
c16g5.04	0.762
c16g5.05c	1.036
c16g5.06	0.735
c16g5.07c	1.134
c16g5.09	0.660
c16g5.10	0.635
c16g5.13	0.993
c16g5.15c	0.870
c16g5.15c.rc	
c16g5.16	1.360
c16g5.17	0.778
c16g5.19	
c16h5.04	1.100
c16h5.05c	0.946
c16h5.08c	0.528
c16h5.09c	1.012
c16h5.12c	1.227
c16h5.13	1.112
c16h5.14c	0.763
c16h5.15	1.320
c1703.01c	0.867
c1703.02	0.801
c1703.03c	0.620
c1703.04	0.875
c1703.05	0.709
c1703.06	1.484
c1703.07	1.016
c1703.08c	0.986
c1703.09	1.520
c1703.11	0.859
c1703.12	0.981
c1703.13c	1.483
c1705.02	0.969
c1705.02.rc	0.878
c1706.01	1.480
c1706.01.rc	1.578
c1709.03	0.996
c1709.04c	0.893
c1709.06	0.988
c1709.07	1.163
c1709.08	0.840
c1709.09	
c1709.10c	0.973
c1709.11c	1.135
c1709.12	0.645
c1709.13c	0.816
c1709.14	0.759
c1709.15c	0.796
c1709.16c	1.009
c1709.17	1.070
c1709.17.rc	1.316
c1709.20	0.674
c1711.03	1.010
c1711.04	0.573
c1711.05	0.696
c1711.07	0.342
c1711.08	1.527
c1711.09c	0.982
c1711.10c	1.111
c1711.11	2.122
c1711.12	2.634
c1711.15c	0.996
c1711.16	0.557
c1711.16.rc	0.726
c1718.02	
c1718.03	1.040
c1718.04	1.218
c1734.06	0.923
c1734.07c	1.089
c1734.08	1.475
c1734.09	
c1734.10c	0.886
c1734.11	
c1734.12c	1.205
c1734.13	
c1734.18c	0.479
c1739.01	1.376
c1739.02c	1.072
c1739.03	0.992
c1739.04c	1.516
c1739.05	0.627
c1739.06c	0.445
c1739.07	0.785
c1739.08c	1.609
c1739.09c	1.343
c1739.10	1.104
c1739.11c	0.618
c1751.02c	0.901
c1751.04	0.683
c1753.05	0.488
c1753.05.rc	0.817
c1773.01	1.247
c1773.02c	0.960
c1773.03c	0.729
c1773.04	1.006
c1773.06c	0.152
c1773.08c	1.013
c1773.09c	0.755
c1773.10c	0.976
c1773.11c	0.806
c1773.12	
c1773.13	1.256
c1773.15	0.884
c1773.16c	0.974
c1773.17c	1.800
c1778.01c	0.913
c1778.02	1.162
c1778.03c	1.160
c1778.05c	0.750
c1778.07	1.029
c1778.08c	0.994
c1778.09	1.022
c1778.09.rc	1.406
c1782.01	0.843
c1782.02c	0.845
c1782.03	1.160
c1782.04	1.061
c1782.05	1.146
c1782.06c	1.052
c1782.08c	0.898
c1782.09c	1.010
c1782.11	0.843
c1782.12c	1.026
c1783.01	1.628
c1783.02c	1.118
c1783.03	0.689
c1783.06c	0.683
c1786.01c	1.599
c1786.02	1.077
c1786.04	1.238
c1795.01c	
c1795.04c	1.138
c1795.05c	0.924
c1795.05c.rc	0.937
c1795.07	1.020
c1795.08c	0.939
c1795.08c.rc	1.196
c1795.09	0.887
c1795.10c	0.901
c1795.12c	0.774
c1795.13	0.660
c17a2.02c	1.126
c17a2.03c	1.227
c17a2.04c	0.823
c17a2.05	1.300
c17a2.06c	1.102
c17a2.07c	1.207
c17a2.08c	0.880
c17a2.10c	1.485
c17a2.11	1.112
c17a2.12	1.509
c17a2.14	1.185
c17a2.15	
c17a3.02	1.033
c17a5.01	0.780
c17a5.04c	1.008
c17a5.05c	1.191
c17a5.06	1.086
c17a5.08	1.200
c17a5.09c	1.945
c17a5.10	2.282
c17a5.12	1.100
c17a5.13	1.286
c17a5.15c	0.786
c17a5.16	0.742
c17a5.18c	1.227
c17c9.05c	1.175
c17c9.06	1.453
c17c9.07	1.185
c17c9.08	1.104
c17c9.11c	1.773
c17c9.12	1.271
c17c9.14	1.050
c17c9.15c	0.839
c17c9.16c	0.693
c17d1.01	0.885
c17d1.02	0.666
c17d1.03c	0.842
c17d1.04	0.806
c17d1.05	0.470
c17d1.06	0.219
c17d1.07c	1.024
c17d11.01	1.717
c17d11.02c	1.113
c17d11.03c	0.877
c17d11.04c	0.917
c17d11.06	1.115
c17d11.08	1.643
c17d4.03c	0.894
c17f3.03c	0.804
c17g6.02c	0.770
c17g6.03	1.008
c17g6.05c	0.713
c17g6.07c	0.912
c17g6.10	1.246
c17g6.11c	0.886
c17g6.15c	0.846
c17g6.16c	1.021
c17g6.17	
c17g6.17.rc	0.987
c17g8.02	1.527
c17g8.03c	1.083
c17g8.04c	1.036
c17g8.05	0.911
c17g8.07	1.143
c17g8.08c	0.516
c17g8.09	0.999
c17g8.11c	1.103
c17g8.12	1.357
c17g8.13c	1.292
c17g9.02c	1.030
c17g9.03c	0.849
c17g9.04c	0.907
c17g9.05	1.484
c17g9.06c	1.578
c17g9.12c	1.298
c17g9.13c	1.554
c17h9.02	0.981
c17h9.03c	1.004
c17h9.04c	0.391
c17h9.05	0.442
c17h9.06c	1.177
c17h9.07	0.915
c17h9.08	0.551
c17h9.08.rc	2.007
c17h9.10c	1.005
c17h9.11	1.110
c17h9.12c	0.928
c17h9.13c	1.344
c17h9.14c	1.069
c17h9.16	1.163
c17h9.17c	0.806
c17h9.18c	1.507
c17h9.18c.rc	
c18.01c	0.451
c18.02	0.825
c18.03	1.468
c18.04	1.235
c18.05c	0.758
c18.06c	
c18.08	0.750
c18.09c	1.211
c18.10	
c18.11c	0.765
c18.12c	1.365
c18.13	1.880
c18.15	0.874
c18.16c	
c18.17c	
c1805.01c	1.019
c1805.02c	0.824
c1805.03c	0.849
c1805.04	0.969
c1805.07c	0.866
c1805.09c	1.111
c1805.10	0.985
c1805.14	0.985
c1805.15c	0.909
c1805.16c	1.546
c1827.01c	0.636
c1827.02c	1.327
c1827.03c	0.739
c1827.04	0.979
c1827.05c	0.660
c1827.06c	1.480
c1827.07c	1.165
c1827.08c	1.263
c1834.05	0.866
c1834.06c	1.076
c1834.09	1.212
c1834.10c	0.846
c1840.04	1.137
c1840.05c	0.957
c1840.06	
c1840.07c	1.514
c1840.08c	2.008
c1840.09	1.235
c1840.12	1.630
c1851.02	1.113
c186.01	1.391
c186.02c	
c186.03	1.622
c186.03.rc	1.372
c186.04c	2.161
c186.05c	1.237
c186.06	
c186.06.rc	
c186.07c	
c186.08c	
c186.09	1.264
c1861.03	1.095
c1861.04c	0.997
c1861.05	0.599
c1861.07	0.969
c1861.08c	1.061
c1861.09	1.405
c188.01c	
c188.04c	0.687
c188.05	
c188.07	0.929
c188.08c	0.968
c188.09c	1.040
c1884.01	1.045
c1884.01.rc	1.729
c18a7.01	0.858
c18a7.01.rc	1.050
c18a7.02c	0.864
c18b11.02c	0.484
c18b11.02c.rc	0.867
c18b11.03c	0.906
c18b11.04	0.894
c18b11.05	1.383
c18b11.06	0.496
c18b11.08c	1.014
c18b11.09c	1.130
c18b11.10	1.041
c18b11.11	0.917
c18b5.02c	0.134
c18b5.04	0.971
c18b5.05c	1.113
c18b5.06	1.602
c18b5.07c	
c18b5.08c	
c18b5.09c	1.252
c18b5.10c	0.885
c18b5.12	0.936
c18b5.13	0.661
c18e5.01	1.269
c18e5.01.rc	1.420
c18e5.02c	1.253
c18e5.03c	0.471
c18e5.05c	1.016
c18e5.07	0.727
c18e5.08	
c18e5.09c	1.036
c18e5.10	
c18e5.14c	1.165
c18e5.15	1.186
c18g6.01c	1.065
c18g6.05c	0.751
c18g6.06	0.826
c18g6.09c	2.094
c18g6.10	1.494
c18g6.11c	0.656
c18g6.13	0.821
c18h10.01	0.903
c18h10.02	1.198
c18h10.05	1.231
c18h10.06c	0.953
c18h10.07	0.844
c18h10.08c	0.901
c18h10.09	0.761
c18h10.10c	0.818
c18h10.11c	1.413
c18h10.15	0.750
c18h10.16	1.020
c18h10.17c	1.079
c18h10.18c	1.149
c18h10.19	0.986
c18h10.20c	0.503
c18h10.21c	1.255
c1906.01	0.664
c1906.02c	0.935
c191.01	2.051
c191.02c	0.701
c191.03c	0.555
c191.04c	1.571
c191.05c	
c191.06	
c191.08	
c191.09c	1.761
c191.10	
c191.13	0.619
c1919.02	1.269
c1919.03c	1.052
c1919.04	1.285
c1919.05	0.776
c1919.07	0.983
c1919.08c	0.801
c1919.11	
c1919.12c	1.146
c1919.13c	
c1919.14c	0.493
c1921.02	1.191
c1921.04c	1.673
c1921.06c	0.975
c1952.01	0.729
c1952.02	0.922
c1952.03	1.246
c1952.04c	0.822
c1952.05	0.837
c1952.06c	
c1952.08c	0.863
c1952.09c	1.469
c1952.10c	0.560
c1952.13	1.164
c1952.14c	1.028
c1952.15c	0.994
c1952.16	
c1952.16.rc	1.166
c19a8.02	1.019
c19a8.03	
c19a8.04	0.883
c19a8.06	0.635
c19a8.07c	0.407
c19a8.09	1.307
c19a8.10	0.927
c19a8.11c	0.811
c19a8.12	1.054
c19a8.13	1.423
c19a8.14	1.321
c19a8.15	1.380
c19b12.01	0.350
c19b12.02c	0.131
