Gene name	Mean of ratios
c19b12.06c	0.548
c19b12.07c	1.367
c19b12.08	1.774
c19b12.10	1.409
c19b12.11c	0.698
c19b12.12c	
c19c2.04c	0.479
c19c2.06c	0.790
c19c2.08	0.675
c19c2.09	1.315
c19c2.10	1.492
c19c2.11c	0.933
c19c2.12	0.719
c19c2.13c	1.014
c19c7.01	0.881
c19c7.02	1.218
c19c7.04c	2.850
c19c7.05	
c19c7.06	0.547
c19c7.07c	0.721
c19c7.08c	1.009
c19c7.10	1.283
c19c7.11	0.873
c19c7.12c	0.978
c19d5.02c	0.864
c19d5.04	1.495
c19d5.05c	0.548
c19d5.07	1.425
c19d5.10c	
c19e9.01c	0.952
c19f5.02c	0.465
c19f5.03	1.304
c19f5.04	0.618
c19f5.04.rc	0.675
c19f8.02	0.780
c19f8.03c	1.081
c19f8.04c	1.142
c19f8.05	1.016
c19g12.03	1.287
c19g12.04	1.226
c19g12.05	0.629
c19g12.08	0.556
c19g12.08.rc	0.716
c19g12.09	3.432
c19g12.11	1.253
c19g12.12	0.865
c19g12.13c	1.110
c19g12.17c	0.291
c19g7.02	0.707
c19g7.04	
c19g7.04.rc	1.823
c19g7.06	1.083
c19g7.07c	0.781
c19g7.08c	1.063
c19g7.10c	
c19g7.11c	1.676
c19g7.12c	1.415
c19g7.13	1.300
c19g7.14c	1.231
c19g7.15	1.020
c19g7.16	0.890
c1a4.04	0.696
c1a4.05	0.906
c1a4.06c	0.990
c1a4.07c	0.706
c1a4.09	0.966
c1a4.11c	1.075
c1a6.01c	0.802
c1a6.02	0.626
c1a6.03c	1.267
c1a6.04c	0.608
c1a6.05c	0.851
c1a6.07	0.698
c1a6.08c	0.665
c1a6.11	
c1b1.02c	1.522
c1b1.03c	0.796
c1b1.04c	0.881
c1b2.02c	0.797
c1b2.03c	0.437
c1b2.04	0.651
c1b3.01c	0.940
c1b3.02c	0.692
c1b3.04c	0.935
c1b3.05	0.813
c1b3.05.rc	0.941
c1b3.06c	1.945
c1b3.08	1.651
c1b3.08.rc	1.628
c1b3.09c	0.728
c1b3.10c	0.962
c1b3.13	0.603
c1b3.15c	1.581
c1b3.16c	0.573
c1b3.17	0.997
c1b3.18c	1.178
c1b3.20	1.395
c1b9.03c	0.522
c1d4.02c	0.904
c1d4.03c	1.054
c1d4.05c	0.897
c1d4.07c	0.933
c1d4.08	0.788
c1d4.09c	1.210
c1d4.10	0.960
c1d4.11c	0.905
c1d4.14	1.092
c1d7.01	0.892
c1d7.03	1.045
c1e11.03	1.061
c1e8.01	1.000
c1e8.02	1.066
c1e8.03c	0.790
c1e8.04c	1.645
c1e8.05	0.938
c1e8.05.rc	1.152
c1f12.01c	1.048
c1f12.02c	0.382
c1f12.03c	0.643
c1f12.04c	0.820
c1f12.05	1.034
c1f12.06c	0.736
c1f12.07	0.683
c1f12.08	0.733
c1f12.09	
c1f12.10c	0.775
c1f3.03	1.503
c1f3.04c	1.392
c1f3.05	
c1f3.06c	0.809
c1f3.07c	0.732
c1f3.08c	0.658
c1f3.09	0.690
c1f3.10c	1.035
c1f3.11	0.889
c1f5.02	1.020
c1f5.03c	0.783
c1f5.05c	1.242
c1f5.06	0.862
c1f5.07c	1.000
c1f5.11c	1.017
c1f7.01c	1.176
c1f7.02c	0.477
c1f7.03	1.137
c1f7.06	
c1f7.09c	2.219
c1f7.10	1.246
c1f7.11c	1.166
c1f7.12	3.945
c1f8.02c	4.598
c1f8.03c	3.630
c1f8.04c	6.376
c1f8.06	1.148
c1f8.07c	0.731
c1f8.08	1.273
c20f10.02c	1.183
c20f10.03	0.561
c20f10.04c	1.115
c20f10.05	1.098
c20f10.07	1.217
c20f10.08c	1.309
c20f10.10	1.141
c20g4.01	0.819
c20g4.03c	2.071
c20g4.05c	1.892
c20g8.02	
c20g8.04c	0.442
c20g8.06	1.089
c20g8.07c	0.790
c20g8.08c	
c20g8.09c	0.731
c20h4.01	0.667
c20h4.02	1.242
c20h4.04	1.027
c20h4.05c	
c20h4.06c	0.990
c20h4.11c	1.753
c21.01	1.342
c21.02	1.202
c21.03c	1.031
c21.04	1.101
c21.07c	1.268
c21.08c	1.704
c211.01	0.738
c211.03c	1.013
c211.05	0.612
c211.06	0.887
c211.08c	1.128
c212.01c	0.731
c212.02	2.316
c212.03	1.556
c212.04c	0.731
c212.05c	
c212.06c	1.238
c212.07c	1.839
c212.08c	1.492
c212.09c	1.648
c212.10	1.096
c212.11	
c215.01	1.088
c215.02	1.156
c215.06c	0.594
c215.07c	0.945
c215.08c	0.714
c215.09c	1.091
c215.10	1.590
c215.11c	4.451
c215.13	1.006
c215.14c	1.278
c216.01c	0.885
c216.02	1.321
c216.03	1.588
c216.04c	2.298
c21b10.02	1.035
c21b10.03c	1.286
c21b10.06c	0.995
c21b10.07	0.945
c21b10.08c	1.111
c21b10.09	1.003
c21b10.11	1.177
c21b10.13c	1.276
c21b10.13c.rc	1.754
c21c3.02c	1.738
c21c3.03	1.102
c21c3.04c	0.966
c21c3.06	1.040
c21c3.07c	0.747
c21c3.08c	0.625
c21c3.09c	1.014
c21c3.10c	
c21c3.11	0.935
c21c3.12c	0.799
c21c3.14c	0.920
c21c3.15c	0.758
c21c3.16c	1.212
c21c3.17c	0.855
c21c3.19	0.546
c21c3.20c	1.313
c21d10.05c	0.945
c21d10.05c.rc	1.190
c21d10.06c	1.509
c21d10.07	
c21d10.08c	1.079
c21d10.09c	0.891
c21d10.10	0.883
c21d10.11c	1.106
c21d10.13	1.214
c21e11.04	0.610
c21e11.05c	1.161
c21h7.01c	1.692
c21h7.02	0.913
c21h7.03c	1.068
c21h7.04	
c21h7.04.rc	
c21h7.06c	0.905
c222.01	0.759
c222.02c	1.726
c222.03c	0.588
c222.04c	0.982
c222.05c	1.344
c222.06	
c222.07c	
c222.08c	
c222.09	0.632
c222.11	0.755
c222.13c	1.035
c222.14c	1.004
c222.17c	
c227.01c	0.853
c227.02c	0.501
c227.03c	0.889
c227.04	1.317
c227.05	
c227.06	0.885
c227.08c	0.930
c227.09	1.196
c227.10	0.690
c227.11c	0.876
c227.12	1.081
c227.13c	0.842
c227.14	1.700
c227.15	1.382
c227.16c	0.707
c227.17c	0.595
c22a12.01c	1.146
c22a12.02c	1.647
c22a12.06c	0.836
c22a12.07c	1.175
c22a12.08c	1.278
c22a12.10	0.812
c22a12.12c	1.059
c22a12.13	1.179
c22a12.14c	0.892
c22a12.16	0.648
c22a12.17c	4.351
c22e12.01	0.886
c22e12.02	1.109
c22e12.03c	1.792
c22e12.04	
c22e12.06c	0.995
c22e12.08	0.734
c22e12.11c	
c22e12.12	0.556
c22e12.14c	1.003
c22e12.15	0.997
c22e12.16c	0.985
c22e12.17c	0.847
c22e12.18	0.659
c22e12.19	1.315
c22f3.03c	1.282
c22f3.04	1.506
c22f3.06c	1.102
c22f3.07c	0.543
c22f3.08c	0.612
c22f3.11c	0.831
c22f3.13	1.693
c22f8.02c	0.746
c22f8.03c	
c22f8.04	0.934
c22f8.04.rc	
c22f8.05	0.775
c22f8.07c	0.884
c22f8.09	0.612
c22f8.12c	1.101
c22g7.01c	0.891
c22g7.02	1.012
c22g7.03	1.005
c22g7.04	1.377
c22g7.05	0.564
c22g7.07c	2.267
c22g7.08	2.709
c22g7.09c	0.996
c22g7.10	1.082
c22g7.11c	4.858
c22h10.02	1.181
c22h10.04	0.913
c22h10.05c	
c22h10.06c	0.607
c22h10.08	0.965
c22h10.09	0.769
c22h10.11c	1.010
c22h10.13	3.068
c22h12.01c	0.982
c22h12.02	0.735
c22h12.03	0.940
c22h12.05c	1.520
c23a1.02c	0.780
c23a1.03	0.235
c23a1.04c	0.967
c23a1.05	0.825
c23a1.07	1.013
c23a1.09	0.743
c23a1.12c	0.768
c23a1.14c	1.729
c23a1.15c	1.087
c23a1.16c	1.685
c23a1.17	1.198
c23a1.18c	1.117
c23a6.14c	0.772
c23b6.01c	1.067
c23b6.02c	0.683
c23b6.04c	0.830
c23b6.06	1.305
c23c11.01	0.851
c23c11.03	0.642
c23c11.04c	1.019
c23c11.06c	2.329
c23c11.07	1.405
c23c11.09	0.750
c23c11.10	1.633
c23c11.12	1.247
c23c11.13c	0.784
c23c11.14	0.731
c23c11.17	1.308
c23c11.17.rc	1.161
c23c4.01	0.680
c23c4.03	0.798
c23c4.04c	0.599
c23c4.05c	0.825
c23c4.06c	0.370
c23c4.07	1.062
c23c4.08	0.751
c23c4.09c	0.597
c23c4.11	0.836
c23c4.14	0.837
c23c4.16c	1.852
c23c4.17	0.584
c23c4.19	
c23c4.19.rc	1.194
c23d3.01	0.986
c23d3.03c	2.006
c23d3.05c	2.440
c23d3.06c	1.270
c23d3.07	1.553
c23d3.08	0.883
c23d3.09	0.936
c23d3.11	1.711
c23d3.12	1.921
c23d3.13c	1.518
c23d3.14c	1.784
c23e2.02	1.979
c23e6.01c	1.513
c23e6.02	1.165
c23e6.03c	1.901
c23e6.04c	0.730
c23e6.05	0.477
c23e6.06c	1.628
c23e6.09	0.739
c23e6.10c	0.613
c23g3.02c	3.113
c23g3.03	2.851
c23g3.04	0.709
c23g3.05c	0.808
c23g3.06	0.554
c23g3.07c	0.998
c23g3.08c	1.439
c23g3.09	1.035
c23g3.10c	0.988
c23g3.12c	0.926
c23g7.01c	0.951
c23g7.02c	0.819
c23g7.03	0.908
c23g7.06c	1.205
c23g7.07c	0.454
c23g7.08c	1.043
c23g7.10c	3.754
c23g7.11	1.997
c23g7.13c	
c23g7.14	1.151
c23g7.16	2.015
c23h3.02	1.366
c23h3.03c	1.051
c23h3.04	1.899
c23h3.05c	0.663
c23h3.07c	0.644
c23h3.08c	0.940
c23h3.09c	0.991
c23h3.10	1.341
c23h3.11c	0.910
c23h3.12c	0.871
c23h3.14	0.987
c23h4.01c	0.915
c23h4.02	1.097
c23h4.04	0.706
c23h4.05c	1.213
c23h4.08	0.735
c23h4.11c	1.082
c23h4.13c	0.832
c23h4.15	
c23h4.16c	1.035
c23h4.17c	1.200
c23h4.19	0.791
c244.02c	0.571
c24b10.02c	
c24b10.03	1.011
c24b10.04	1.003
c24b10.05	0.699
c24b10.06	0.689
c24b10.07	
c24b10.08c	0.918
c24b10.10c	1.144
c24b10.11c	0.642
c24b10.12	1.399
c24b10.14c	0.757
c24b10.15	0.998
c24b10.16c	0.788
c24b10.18	0.725
c24b10.19c	0.858
c24b10.20	1.426
c24b11.02	1.291
c24b11.04c	1.492
c24b11.05	1.319
c24b11.07c	0.917
c24b11.08c	0.825
c24b11.09	0.459
c24b11.10c	1.097
c24b11.12c	0.950
c24c6.02	1.101
c24c6.03	1.015
c24c6.04	0.742
c24c6.08c	0.907
c24c6.09c	2.059
c24c6.10c	1.294
c24c6.11	0.990
c24c9.02c	0.686
c24c9.03	0.750
c24c9.04	0.858
c24c9.05c	1.046
c24c9.06c	0.642
c24c9.08	2.088
c24c9.09	1.169
c24c9.10c	0.775
c24c9.11	0.789
c24c9.12c	0.507
c24c9.13c	1.135
c24c9.14	1.116
c24c9.16c	0.807
c24h6.01c	1.261
c24h6.02c	0.990
c24h6.06	1.181
c24h6.08	1.102
c24h6.09	1.452
c24h6.10c	0.486
c24h6.11c	1.608
c24h6.13	1.053
c24h6.13.rc	1.732
c25a8.01c	0.929
c25a8.02	1.524
c25a8.03c	1.007
c25b2.01	0.986
c25b2.03	1.008
c25b2.04c	1.030
c25b2.06c	0.581
c25b2.07c	1.267
c25b2.08	1.598
c25b2.09c	0.429
c25b2.10	1.074
c25b2.11	0.875
c25b2.11.rc	
c25b2.12.c	0.980
c25b8.02	1.085
c25b8.03	1.236
c25b8.04c	0.811
c25b8.05	0.738
c25b8.06c	0.806
c25b8.07c	0.943
c25b8.08	
c25b8.09	1.357
c25b8.10	1.372
c25b8.11	1.494
c25b8.12c	0.665
c25b8.15c	0.871
c25b8.16	1.231
c25b8.17	0.879
c25b8.18	1.115
c25b8.19c	1.390
c25d12.01c	0.457
c25d12.02c	0.861
c25d12.06	
c25d12.06.rc	1.188
c25g10.01	1.848
c25g10.02	
c25g10.03	0.925
c25g10.08	0.573
c25h1.01c	1.617
c25h1.02	0.764
c25h1.03	0.986
c25h1.04	0.787
c25h1.06	0.989
c25h1.07	0.969
c25h1.08c	1.436
c25h2.03	1.468
c25h2.04c	
c25h2.05	0.362
c25h2.06c	0.861
c25h2.08c	1.174
c25h2.09	1.214
c25h2.10c	0.793
c25h2.11c	1.320
c25h2.14	1.105
c25h2.15	0.983
c25h2.16c	0.890
c26a3.03c	1.013
c26a3.06	0.704
c26a3.08	0.778
c26a3.09c	1.008
c26a3.10	1.111
c26a3.11	0.813
c26a3.15c	0.882
c26a3.16	
c26a3.16.rc	1.259
c26f1.02	1.246
c26f1.04c	1.787
c26f1.05	1.276
c26f1.07	1.138
c26f1.08c	1.231
c26f1.09	1.254
c26f1.11	1.141
c26f1.12c	0.389
c26f1.12c.rc	
c26f1.13c	0.709
c26f1.13c.rc	0.752
c26f1.14c	1.168
c26h5.01c	
c26h5.02c	1.317
c26h5.03	0.890
c26h5.04	1.258
c26h5.05	0.956
c26h5.06	1.141
c26h5.07c	0.834
c26h5.09c	1.760
c26h5.11	0.907
c26h5.12	1.012
c26h5.13c	0.899
c26h5.15	0.701
c26h8.04c	1.312
c26h8.05c	0.853
c26h8.06	0.514
c26h8.06.rc	0.598
c26h8.08c	0.485
c26h8.09c	0.852
c26h8.11c	1.065
c26h8.12	1.067
c26h8.13c	1.000
c26h8.14c	
c27.01c	0.793
c27.02c	1.167
c27.04	0.585
c27.05	0.556
c27.05.rc	1.358
c27.06c	0.652
c27b12.01c	1.222
c27b12.02	0.987
c27b12.03c	1.186
c27b12.04c	1.315
c27b12.05	1.075
c27b12.06	1.041
c27b12.07	0.931
c27b12.08	1.182
c27b12.09c	0.731
c27b12.10c	0.647
c27b12.11c	1.307
c27b12.12c	0.870
c27b12.14	0.945
c27d7.01c	1.142
c27d7.02c	1.304
c27d7.04	0.894
c27d7.05c	1.072
c27d7.06	0.912
c27d7.08c	0.974
c27d7.09c	2.009
c27d7.10c	2.050
c27d7.11c	1.378
c27d7.12c	0.901
c27e2.01	1.162
c27e2.02	0.639
c27e2.03c	0.504
c27e2.04c	1.017
c27e2.06c	1.121
c27e2.07	1.328
c27e2.11c	0.907
c27e2.12	
c27e2.13	0.815
c27f1.01c	1.132
c27f1.05c	
c27f1.06c	0.332
c27f1.07	0.797
c27f1.08	
c27f1.10	
c285.01c	1.881
c285.03	0.370
c285.04	1.373
c285.05	1.093
c285.10c	1.739
c285.11	1.130
c285.13c	0.932
c285.14	1.494
c285.17	0.666
c28e12.03	1.004
c28e12.04	0.662
c28e12.04.rc	0.848
c28f2.01c	0.697
c28f2.02	0.554
c28f2.05c	0.869
c28f2.07	1.203
c28f2.08c	1.129
c28f2.09	0.923
c28f2.10c	1.016
c28f2.11	0.553
c290.01c	1.053
c290.03c	
c290.04	1.636
c290.04.rc	
c297.04c	
c297.05	
c29a10.02	2.027
c29a10.03c	1.796
c29a10.06c	0.737
c29a10.07	1.056
c29a10.08	0.928
c29a10.09c	1.697
c29a10.10c	1.026
c29a10.12	1.348
c29a10.13	0.611
c29a10.16c	0.633
c29a3.01	1.180
c29a3.03c	2.357
c29a3.05	0.823
c29a3.06	0.899
c29a3.07c	0.458
c29a3.08	1.459
c29a3.09c	1.109
c29a3.10c	0.869
c29a3.11c	0.759
c29a3.13	1.221
c29a3.15c	0.828
c29a3.16	0.399
c29a3.17	1.479
c29a3.18	0.354
c29a3.18.rc	0.488
c29a3.21	0.301
c29a4.03c	0.851
c29a4.04c	0.488
c29a4.05	1.051
c29a4.06c	1.022
c29a4.07	1.114
c29a4.09	0.808
c29a4.10	1.262
c29a4.11	
c29a4.12c	2.108
c29a4.13	0.880
c29a4.14c	0.850
c29a4.15	0.651
c29a4.16	0.950
c29a4.17c	0.903
c29a4.18	1.046
c29a4.19c	1.323
c29a4.20	0.947
c29b12.01	1.269
c29b12.02c	
c29b12.04	1.050
c29b12.05c	
c29b12.08	1.288
c29b12.10c	1.438
c29b12.11c	1.038
c29b12.12	1.195
c29b12.13	0.957
c29b12.14c	1.830
c29b5.04c	1.098
c29e6.01	1.756
c29e6.02	0.967
c29e6.04	
c29e6.05c	2.044
c29e6.06c	0.489
c29e6.07	0.716
c29e6.09	1.332
c29e6.10c	0.848
c2a9.02	3.716
c2a9.03	1.532
c2a9.04c	1.016
c2a9.05c	1.307
c2a9.06c	0.635
c2a9.07c	1.000
c2a9.07c.rc	1.241
c2a9.09	1.038
c2a9.10	1.092
c2a9.10.rc	1.705
c2a9.13	0.798
c2c4.01	0.833
c2c4.04c	0.903
c2c4.05	0.823
c2c4.06c	0.816
c2c4.07c	1.542
c2c4.08	1.273
c2c4.09	0.944
c2c4.10c	0.891
c2c4.11c	0.534
c2c4.12c	0.878
c2c4.13	1.002
c2c4.14c	1.114
c2c4.15c	1.441
c2c4.17c	0.925
c2d10.01c	1.028
c2d10.02	1.473
c2d10.03c	1.128
c2d10.04	2.325
c2d10.07c	
c2d10.08c	1.239
c2d10.09	0.990
c2d10.11c	0.959
c2d10.13	1.335
c2d10.15c	0.638
c2d10.16	0.985
c2d10.17	1.612
c2d10.19c	0.736
c2e12.03c	1.041
c2e1p3.01	3.109
c2e1p3.02c	2.131
c2e1p3.04	2.558
c2e1p3.05c	0.440
c2e1p5.01c	0.727
c2e1p5.02c	0.785
c2e1p5.03	0.655
c2e1p5.03.rc	0.787
c2e1p5.05	0.687
c2f12.02c	0.971
c2f12.02c.rc	1.095
c2f12.03c	0.981
c2f12.03c.rc	1.243
c2f12.05c	1.210
c2f12.10	0.886
c2f12.12c	1.280
c2f12.15c	1.373
c2f12.16	0.714
c2f3.01	1.007
c2f3.02	0.877
c2f3.04c	0.607
c2f3.05c	0.817
c2f3.07c	1.165
c2f3.08	1.003
c2f3.08.rc	1.249
c2f3.09	0.936
c2f3.10	1.206
c2f3.11	1.139
c2f3.12c	0.712
c2f3.13c	0.826
c2f3.14c	1.292
c2f3.15	1.010
c2f3.16	1.019
c2f3.17	0.805
c2f7.02c	0.951
c2f7.04	1.002
c2f7.04.rc	1.515
c2f7.05c	0.706
c2f7.06c	2.280
c2f7.07c	0.895
c2f7.08c	1.256
c2f7.09c	1.159
c2f7.10	0.847
c2f7.13c	0.974
c2f7.14c	0.660
c2f7.14c.rc	
c2f7.15	0.736
c2f7.16c	1.265
c2f7.17	0.747
c2f7.17.rc	1.024
c2g11.01	1.008
c2g11.02	0.729
c2g11.04	1.019
c2g11.05c	1.477
c2g11.09	1.169
c2g11.10c	0.975
c2g11.13	1.092
c2g11.14	1.160
c2g11.14.rc	1.326
c2g11.15c	0.815
c2g2.02	1.152
c2g2.04c	0.879
c2g2.07c	1.027
c2g2.09c	0.587
c2g2.10c	1.103
c2g2.11	1.002
c2g2.12	0.569
c2g2.13c	1.080
c2g2.14	1.152
c2g2.15c	0.941
c2g2.16	0.844
c2g2.17c	2.299
c2g5.01	0.695
c2g5.02c	1.216
c2g5.03	0.793
c2g5.04c	1.021
c2g5.05	0.961
c2h10.01	0.498
c2h10.02c	1.426
c2h8.02	0.675
c2h8.03	0.668
c2h8.04	0.834
c30.02c	0.810
c30.03c	0.732
c30.04c	0.863
c306.02c	1.139
c306.04c	0.904
c306.05c	1.123
c306.06c	0.982
c306.07c	0.753
c306.08c	0.735
c306.11	
c306.11.rc	0.477
c30b4.01c	1.015
c30b4.02c	0.996
c30b4.03c	1.413
c30b4.04c	1.163
c30b4.05	
c30b4.06c	1.043
c30b4.07c	1.049
c30b4.08	
c30b4.08.rc	1.207
c30c2.02	0.383
c30c2.03	0.837
c30c2.04	0.462
c30c2.06c	0.816
c30c2.07	1.402
c30c2.08	1.093
c30d10.02	0.823
c30d10.03c	1.332
c30d10.04	0.892
c30d10.05c	0.995
c30d10.07c	0.886
c30d10.08	1.210
c30d10.09c	1.056
c30d10.12c	0.864
c30d10.14	0.900
c30d10.15	0.608
c30d10.16	0.670
c30d10.17c	0.921
c30d10.19c	1.264
c30d10.20	1.409
c30d11.02c	
c30d11.03	
c30d11.06c	1.095
c30d11.08c	1.053
c30d11.09	1.212
c30d11.11	0.802
c30d11.14c	0.933
c30d11.15c	0.812
c317.01	0.956
c31a2.02	
c31a2.03	0.841
c31a2.04c	1.195
c31a2.06	0.813
c31a2.07c	0.709
c31a2.08	0.928
c31a2.10	1.326
c31a2.12	0.922
c31a2.14	1.095
c31a2.15c	0.879
c31a2.16	1.240
c31a2.16.rc	
c31e1.01c	1.377
c31e1.05	0.975
c31f10.01	1.141
c31f10.02	1.484
c31f10.03	1.024
c31f10.04c	1.030
c31f10.05	1.239
c31f10.07	1.032
c31f10.08	1.308
c31f10.09c	1.075
c31f10.10c	1.417
c31f10.12	0.676
c31f10.13c	0.993
c31f10.14c	
c31f10.15c	0.654
c31f10.16	0.998
c31f10.17c	0.719
c31f12.01	1.056
c31g5.02	0.941
c31g5.04	0.560
c31g5.05c	0.851
c31g5.06	1.184
c31g5.07	
c31g5.10	1.553
c31g5.15	1.129
c31g5.18c	1.832
c31g5.19	0.921
c31g5.19.rc	1.237
c31g5.21	1.417
c31h12.01	1.049
c31h12.02c	0.929
c31h12.03c	0.961
c31h12.06	1.164
c320.02c	1.512
c320.03	0.837
c320.04c	1.041
c320.05	1.690
c320.06	1.504
c320.08	0.744
c320.09	
c320.11c	0.495
c320.12	0.760
c320.14	1.527
c323.01c	1.294
c323.02c	1.483
c323.03c	1.008
c323.04	0.768
c323.05c	0.928
c323.07c	2.201
c323.08	1.391
c328.02	1.246
c328.04	0.986
c328.05	1.339
c328.06	0.901
c328.07c	0.973
c328.08c	1.006
c328.09	0.577
c32a11.01	1.011
c32a11.02c	1.717
c32a11.03c	1.179
c32c12.03c	1.144
c32f12.01c	1.207
c32f12.07c	0.939
c32f12.08c	
c32f12.10	1.303
c32f12.12c	0.904
c32f12.15	0.879
c330.02	1.162
c330.03c	0.912
c330.07c	0.858
c330.09	0.867
c330.10	1.052
c330.11	1.357
c330.12c	0.390
c330.13	0.701
c330.19c	1.757
c336.01	1.101
c336.05c	1.056
c336.09c	1.102
c336.11	1.112
c336.13c	0.777
c336.14c	1.062
c337.02c	0.550
c337.03	1.166
c337.04	1.267
c337.06c	1.217
c337.07c	1.233
c337.09	1.011
c337.10c	1.321
c337.11	1.109
c337.12	
c337.15c	
c337.17c	
c337.19	0.929
c337.20	0.998
c338.02	
c338.03c	
c338.06c	0.830
c338.07c	0.744
c338.08	1.994
c338.08.rc	
c338.10c	0.430
c338.12	2.704
c338.13	1.085
c338.14	0.838
c338.15	0.839
c338.18	1.561
c338.19	1.376
c342.01c	0.875
c342.02	0.879
c342.03	0.710
c342.04	1.251
c342.04.rc	1.217
c342.06c	0.790
c343.01c	0.822
c343.02	0.830
c343.03	0.780
c343.04c	1.430
c343.06c	1.522
c343.07	1.044
c343.08c	0.824
c343.09	0.861
c343.11c	1.231
c343.13	0.891
c343.14c	0.659
c343.15	1.149
c343.16	0.428
c343.17c	0.897
c343.18	0.988
c343.20	0.829
c354.03	0.928
c354.04	0.692
c354.05c	0.926
c354.06	1.016
c354.07c	0.954
c354.08c	1.629
c354.09c	1.277
c354.10	0.793
c354.11c	
c354.13	1.394
c354.15	1.481
c359.01	0.818
c359.02	1.455
c359.03c	0.696
c359.04c	0.358
c359.05	1.267
c359.06	0.902
c36.01c	0.602
c36.02c	0.570
c36.03c	1.278
c36.04	1.043
c36.06c	0.789
c36.07	0.730
c36.08c	1.051
c36.10	0.530
c36.11	1.136
c364.01	0.752
c364.02c	1.326
c364.04c	1.269
c364.06	0.622
c364.07	0.481
c365.01	0.983
c365.02c	0.943
c365.04c	0.561
c365.07c	0.990
c365.08c	1.282
c365.09c	0.866
c365.10	0.908
c365.11	0.783
c365.12c	1.358
c365.14c	0.771
c365.16	0.832
c365.20c	1.365
c36b7.01	0.630
c36b7.02	0.607
c36b7.03	0.929
c36b7.04	0.634
c36b7.05c	1.553
c36b7.06c	1.649
c36b7.08c	0.597
c36b7.09	1.177
c3a11.01	
c3a11.01.rc	1.264
c3a11.03	1.038
c3a11.04	0.918
c3a11.07	0.493
c3a11.09	1.211
c3a11.09.rc	1.422
c3a11.10c	2.127
c3a11.11c	1.050
c3a12.01	1.568
c3a12.02	1.013
c3a12.03c	1.129
c3a12.04c	0.984
c3a12.05c	1.243
c3a12.06c	1.290
c3a12.08	1.754
c3a12.09c	
c3a12.12	1.166
c3a12.13c	0.747
c3a12.16c	0.672
c3a12.17c	0.944
c3a12.19	0.799
c3b8.01c	0.905
c3b8.03	0.699
c3b8.04c	1.103
c3b8.05	1.363
c3b8.06	0.798
c3b8.07c	0.951
c3b8.08	1.047
c3b8.09	0.904
c3b8.10c	1.136
c3b8.11	1.409
c3b8.12	1.296
c3b8.13c	0.656
c3b9.01	0.554
c3b9.02c	1.078
c3b9.03	0.896
c3b9.04	0.940
c3b9.05	0.945
c3b9.06c	1.348
c3b9.08c	0.827
c3b9.12	0.710
c3b9.14c	0.962
c3b9.15c	0.906
c3b9.16c	0.849
c3b9.17	1.297
c3b9.18c	0.984
c3b9.19	0.605
c3b9.21	0.804
c3c7.01c	1.653
c3c7.02c	1.194
c3c7.04	1.215
c3c7.05c	
c3c7.06c	1.403
c3c7.07c	1.010
c3c7.08c	0.828
c3c7.09	1.067
c3c7.10	1.055
c3c7.13c	1.186
c3d6.01	0.878
c3d6.02	0.558
c3d6.03c	1.042
c3d6.04c	1.268
c3d6.05	0.742
c3d6.06c	1.311
c3d6.07	1.049
c3d6.08c	0.808
c3d6.10	1.082
c3d6.11c	1.265
c3d6.12	0.834
c3d6.13c	1.560
c3d6.16	0.879
c3e7.01	1.221
c3e7.04c	1.149
c3e7.05c	0.796
c3e7.06c	1.678
c3e7.07c	0.379
c3e7.09	1.495
c3e7.10	0.736
c3e7.11c	1.129
c3e7.12c	0.600
c3e7.13c	1.041
c3f10.03	0.615
c3f10.05c	1.023
c3f10.06c	0.978
c3f10.07c	1.451
c3f10.08c	0.804
c3f10.11c	1.434
c3f10.12c	1.561
c3f10.13	0.956
c3f10.14	
c3f10.15c	0.954
c3f10.15c.rc	1.051
c3f10.16c	0.762
c3f10.17	0.938
c3f10.17.rc	1.079
c3f6.01c	0.708
c3f6.02c	1.313
c3f6.04c	0.720
c3f6.05	0.890
c3f6.05.rc	0.902
c3g6.03c	0.786
c3g6.05	0.939
c3g6.07	1.203
c3g6.08	1.479
c3g6.09c	
c3g6.10c	1.537
c3g6.11	1.227
c3g9.01	
c3g9.02	1.299
c3g9.04	
c3g9.05	1.328
c3g9.06	0.597
c3g9.08	1.309
c3g9.10c	0.908
c3g9.11c	2.107
c3g9.12	1.503
c3g9.13c	
c3g9.15c	0.700
c3h1.02c	0.824
c3h1.03	0.778
c3h1.04c	0.847
c3h1.05	0.804
c3h1.06c	1.574
c3h1.08c	1.355
c3h1.09c	1.467
c3h1.10	0.896
c3h1.10.rc	1.400
c3h1.11	2.223
c3h1.12c	1.403
c3h1.13	1.313
c3h1.14	1.212
c3h5.02	0.910
c3h5.04	1.021
c3h5.08c	1.050
c3h5.09c	1.471
c3h5.11	1.327
c3h7.02	1.073
c3h7.03c	0.787
c3h7.04	0.950
c3h7.05c	1.670
c3h7.06c	2.074
c3h7.07c	0.612
c3h7.08c	1.072
c3h7.09	1.195
c3h7.10	0.940
c3h7.11	0.637
c3h7.12	1.163
c3h7.13	1.316
c3h7.14	
c3h7.16	1.108
c3h7.17c	0.613
c3h8.01	1.047
c3h8.02	0.909
c3h8.03	1.002
c3h8.04	0.939
c3h8.05c	0.909
c3h8.07c	0.577
c3h8.08c	1.665
c3h8.09c	1.808
c3h8.11	1.267
c4.01	
c4.02	1.086
c4.03	1.093
c4.04c	1.149
