Gene name	Mean of ratios
c19a8.12	1.009
c19a8.13	0.972
c19a8.14	1.128
c19a8.15	1.093
c19b12.01	1.324
c19b12.02c	0.525
c19b12.05c	0.897
c19b12.06c	1.053
c19b12.07c	0.833
c19b12.08	0.915
c19b12.10	0.900
c19b12.11c	1.132
c19b12.12c	
c19c2.04c	1.473
c19c2.06c	1.343
c19c2.08	1.307
c19c2.09	1.016
c19c2.10	0.953
c19c2.11c	1.005
c19c2.12	1.084
c19c2.13c	1.156
c19c7.01	0.884
c19c7.02	0.796
c19c7.04c	0.270
c19c7.05	
c19c7.06	1.531
c19c7.07c	1.076
c19c7.08c	0.952
c19c7.10	0.909
c19c7.11	1.039
c19c7.12c	0.909
c19d5.02c	0.975
c19d5.04	0.851
c19d5.05c	1.108
c19d5.07	0.899
c19d5.10c	0.952
c19e9.01c	0.993
c19f5.02c	1.278
c19f5.03	1.003
c19f5.04	0.934
c19f5.04.rc	1.009
c19f8.02	1.031
c19f8.03c	0.989
c19f8.04c	1.266
c19f8.05	0.986
c19g12.03	0.941
c19g12.04	1.067
c19g12.05	1.329
c19g12.08	1.126
c19g12.08.rc	1.268
c19g12.09	0.476
c19g12.11	0.880
c19g12.12	0.895
c19g12.13c	0.966
c19g12.17c	1.130
c19g7.02	1.098
c19g7.04	1.280
c19g7.04.rc	
c19g7.06	1.114
c19g7.07c	1.101
c19g7.08c	1.145
c19g7.10c	
c19g7.11c	0.777
c19g7.12c	1.028
c19g7.13	0.871
c19g7.14c	1.075
c19g7.15	1.110
c19g7.16	1.204
c1a4.04	0.758
c1a4.05	0.869
c1a4.06c	1.014
c1a4.07c	1.101
c1a4.09	0.994
c1a4.11c	1.080
c1a6.01c	1.002
c1a6.02	1.218
c1a6.03c	0.877
c1a6.04c	1.206
c1a6.05c	1.061
c1a6.07	1.161
c1a6.08c	1.345
c1a6.11	
c1b1.02c	0.878
c1b1.03c	1.111
c1b1.04c	1.057
c1b2.02c	0.964
c1b2.03c	1.274
c1b2.04	1.089
c1b3.01c	1.057
c1b3.02c	1.050
c1b3.04c	1.288
c1b3.05	1.042
c1b3.05.rc	1.158
c1b3.06c	0.623
c1b3.08	0.787
c1b3.08.rc	
c1b3.09c	1.081
c1b3.10c	1.089
c1b3.13	1.309
c1b3.15c	1.042
c1b3.16c	1.306
c1b3.17	1.118
c1b3.18c	1.405
c1b3.20	0.750
c1b9.03c	1.209
c1d4.02c	1.045
c1d4.03c	1.071
c1d4.05c	0.822
c1d4.07c	1.231
c1d4.08	1.039
c1d4.09c	0.932
c1d4.10	1.072
c1d4.11c	0.950
c1d4.14	1.091
c1d7.01	0.962
c1d7.03	1.036
c1e11.03	0.928
c1e8.01	0.966
c1e8.02	1.011
c1e8.03c	1.052
c1e8.04c	0.598
c1e8.05	0.649
c1e8.05.rc	1.045
c1f12.01c	0.918
c1f12.02c	1.038
c1f12.03c	1.127
c1f12.04c	1.119
c1f12.05	0.729
c1f12.06c	0.833
c1f12.07	1.003
c1f12.08	1.110
c1f12.09	
c1f12.10c	0.936
c1f3.03	0.771
c1f3.04c	0.919
c1f3.05	
c1f3.06c	1.014
c1f3.07c	1.239
c1f3.08c	1.013
c1f3.09	1.005
c1f3.10c	0.930
c1f3.11	1.074
c1f5.02	0.904
c1f5.03c	0.990
c1f5.05c	0.981
c1f5.06	1.005
c1f5.07c	1.052
c1f5.11c	1.096
c1f7.01c	1.150
c1f7.02c	1.407
c1f7.03	0.879
c1f7.06	
c1f7.09c	0.796
c1f7.10	0.947
c1f7.11c	0.952
c1f7.12	0.381
c1f8.02c	0.153
c1f8.03c	0.318
c1f8.04c	0.213
c1f8.06	0.707
c1f8.07c	1.136
c1f8.08	1.020
c20f10.02c	1.032
c20f10.03	1.255
c20f10.04c	1.009
c20f10.05	1.006
c20f10.07	1.034
c20f10.08c	0.966
c20f10.10	1.352
c20g4.01	1.018
c20g4.03c	0.529
c20g4.05c	0.776
c20g8.02	1.290
c20g8.04c	1.170
c20g8.06	0.985
c20g8.07c	0.958
c20g8.08c	
c20g8.09c	1.206
c20h4.01	1.148
c20h4.02	0.918
c20h4.04	0.917
c20h4.05c	
c20h4.06c	1.002
c20h4.11c	1.006
c21.01	0.990
c21.02	0.884
c21.03c	1.120
c21.04	1.048
c21.07c	1.061
c21.08c	1.432
c211.01	0.951
c211.03c	1.005
c211.05	1.135
c211.06	0.958
c211.08c	0.920
c212.01c	0.834
c212.02	0.782
c212.03	1.130
c212.04c	1.020
c212.05c	
c212.06c	1.089
c212.07c	1.383
c212.08c	1.188
c212.09c	0.795
c212.10	1.060
c212.11	
c215.01	1.178
c215.02	0.956
c215.06c	1.361
c215.07c	0.943
c215.08c	1.046
c215.09c	0.992
c215.10	0.869
c215.11c	0.241
c215.13	1.028
c215.14c	0.694
c216.01c	1.022
c216.02	0.980
c216.03	0.890
c216.04c	0.635
c21b10.02	0.933
c21b10.03c	0.844
c21b10.06c	0.852
c21b10.07	0.861
c21b10.08c	0.757
c21b10.09	0.844
c21b10.11	0.837
c21b10.13c	0.867
c21b10.13c.rc	1.315
c21c3.02c	1.443
c21c3.03	1.077
c21c3.04c	0.930
c21c3.06	0.907
c21c3.07c	0.987
c21c3.08c	1.384
c21c3.09c	1.044
c21c3.10c	
c21c3.11	0.997
c21c3.12c	1.050
c21c3.14c	0.978
c21c3.15c	0.949
c21c3.16c	0.897
c21c3.17c	0.861
c21c3.19	0.919
c21c3.20c	0.817
c21d10.05c	0.828
c21d10.05c.rc	0.923
c21d10.06c	0.838
c21d10.07	0.857
c21d10.08c	1.114
c21d10.09c	0.972
c21d10.10	0.987
c21d10.11c	0.918
c21d10.13	1.057
c21e11.04	0.584
c21e11.05c	0.959
c21h7.01c	0.750
c21h7.02	1.080
c21h7.03c	0.966
c21h7.04	
c21h7.04.rc	1.311
c21h7.06c	0.991
c222.01	0.954
c222.02c	0.766
c222.03c	1.012
c222.04c	0.969
c222.05c	0.899
c222.06	1.311
c222.07c	
c222.08c	
c222.09	1.222
c222.11	1.273
c222.13c	1.086
c222.14c	0.913
c222.17c	
c227.01c	0.846
c227.02c	1.224
c227.03c	1.126
c227.04	1.031
c227.05	1.788
c227.06	1.273
c227.08c	0.915
c227.09	1.359
c227.10	1.023
c227.11c	0.973
c227.12	1.052
c227.13c	1.018
c227.14	1.193
c227.15	0.926
c227.16c	1.001
c227.17c	1.037
c22a12.01c	0.961
c22a12.02c	1.074
c22a12.06c	0.779
c22a12.07c	1.029
c22a12.08c	0.905
c22a12.10	1.007
c22a12.12c	1.094
c22a12.13	0.851
c22a12.14c	1.031
c22a12.16	1.192
c22a12.17c	0.340
c22e12.01	0.939
c22e12.02	0.794
c22e12.03c	0.746
c22e12.04	
c22e12.06c	0.804
c22e12.08	0.998
c22e12.11c	
c22e12.12	1.135
c22e12.14c	1.203
c22e12.15	1.700
c22e12.16c	0.879
c22e12.17c	1.055
c22e12.18	1.141
c22e12.19	0.923
c22f3.03c	1.114
c22f3.04	1.190
c22f3.06c	1.021
c22f3.07c	1.085
c22f3.08c	1.169
c22f3.11c	1.145
c22f3.13	0.903
c22f8.02c	0.857
c22f8.03c	1.686
c22f8.04	0.834
c22f8.04.rc	
c22f8.05	0.913
c22f8.07c	1.121
c22f8.09	1.182
c22f8.12c	1.032
c22g7.01c	1.142
c22g7.02	0.952
c22g7.03	1.122
c22g7.04	1.147
c22g7.05	1.315
c22g7.07c	0.762
c22g7.08	0.464
c22g7.09c	1.067
c22g7.10	0.900
c22g7.11c	0.359
c22h10.02	0.910
c22h10.04	0.923
c22h10.05c	
c22h10.06c	1.104
c22h10.08	1.023
c22h10.09	1.054
c22h10.11c	1.128
c22h10.13	0.288
c22h12.01c	0.738
c22h12.02	1.065
c22h12.03	0.949
c22h12.05c	0.864
c23a1.02c	1.189
c23a1.03	1.294
c23a1.04c	1.144
c23a1.05	0.836
c23a1.07	1.015
c23a1.09	1.061
c23a1.12c	0.990
c23a1.14c	0.622
c23a1.15c	0.910
c23a1.16c	0.899
c23a1.17	0.834
c23a1.18c	0.942
c23a6.14c	0.872
c23b6.01c	1.028
c23b6.02c	0.995
c23b6.04c	0.985
c23b6.06	0.959
c23c11.01	1.187
c23c11.03	1.196
c23c11.04c	0.989
c23c11.06c	0.482
c23c11.07	1.026
c23c11.09	1.092
c23c11.10	1.274
c23c11.12	0.950
c23c11.13c	1.073
c23c11.14	0.991
c23c11.17	0.788
c23c11.17.rc	0.973
c23c4.01	1.258
c23c4.03	1.004
c23c4.04c	1.149
c23c4.05c	0.899
c23c4.06c	1.231
c23c4.07	1.330
c23c4.08	1.044
c23c4.09c	1.048
c23c4.11	0.962
c23c4.14	0.993
c23c4.16c	0.742
c23c4.17	1.143
c23c4.19	
c23c4.19.rc	1.271
c23d3.01	0.963
c23d3.03c	
c23d3.05c	0.443
c23d3.06c	1.250
c23d3.07	0.767
c23d3.08	1.064
c23d3.09	0.924
c23d3.11	0.836
c23d3.12	0.474
c23d3.13c	0.874
c23d3.14c	1.008
c23e2.02	0.939
c23e6.01c	0.849
c23e6.02	0.906
c23e6.03c	0.731
c23e6.04c	1.075
c23e6.05	1.274
c23e6.06c	0.729
c23e6.09	0.990
c23e6.10c	1.205
c23g3.02c	0.515
c23g3.03	0.552
c23g3.04	1.066
c23g3.05c	0.949
c23g3.06	1.179
c23g3.07c	0.911
c23g3.08c	0.730
c23g3.09	0.942
c23g3.10c	0.986
c23g3.12c	1.108
c23g7.01c	0.986
c23g7.02c	1.011
c23g7.03	1.084
c23g7.06c	0.835
c23g7.07c	1.235
c23g7.08c	1.092
c23g7.10c	0.216
c23g7.11	1.045
c23g7.13c	1.352
c23g7.14	0.811
c23g7.16	0.683
c23h3.02	0.953
c23h3.03c	1.029
c23h3.04	0.775
c23h3.05c	1.117
c23h3.07c	1.135
c23h3.08c	1.201
c23h3.09c	0.946
c23h3.10	1.108
c23h3.11c	0.978
c23h3.12c	1.085
c23h3.14	1.031
c23h4.01c	1.109
c23h4.02	0.914
c23h4.04	1.129
c23h4.05c	1.210
c23h4.08	1.209
c23h4.11c	1.016
c23h4.13c	0.940
c23h4.15	1.453
c23h4.16c	0.957
c23h4.17c	1.149
c23h4.19	0.699
c244.02c	1.210
c24b10.02c	
c24b10.03	0.900
c24b10.04	1.170
c24b10.05	0.980
c24b10.06	0.987
c24b10.07	
c24b10.08c	1.081
c24b10.10c	0.981
c24b10.11c	1.031
c24b10.12	1.044
c24b10.14c	1.151
c24b10.15	0.989
c24b10.16c	0.972
c24b10.18	1.107
c24b10.19c	1.176
c24b10.20	0.908
c24b11.02	
c24b11.04c	0.798
c24b11.05	0.679
c24b11.07c	0.838
c24b11.08c	0.936
c24b11.09	1.154
c24b11.10c	0.758
c24b11.12c	0.968
c24c6.02	1.349
c24c6.03	1.064
c24c6.04	1.193
c24c6.08c	0.998
c24c6.09c	0.603
c24c6.10c	1.185
c24c6.11	0.800
c24c9.02c	1.109
c24c9.03	1.129
c24c9.04	0.904
c24c9.05c	1.083
c24c9.06c	1.162
c24c9.08	0.763
c24c9.09	0.948
c24c9.10c	0.981
c24c9.11	1.127
c24c9.12c	1.336
c24c9.13c	1.034
c24c9.14	0.932
c24c9.16c	1.059
c24h6.01c	0.953
c24h6.02c	1.108
c24h6.06	1.010
c24h6.08	1.002
c24h6.09	0.997
c24h6.10c	1.084
c24h6.11c	1.005
c24h6.13	0.791
c24h6.13.rc	1.524
c25a8.01c	1.107
c25a8.02	0.938
c25a8.03c	1.129
c25b2.01	1.026
c25b2.03	1.021
c25b2.04c	0.868
c25b2.06c	1.132
c25b2.07c	0.808
c25b2.08	0.655
c25b2.09c	1.421
c25b2.10	0.956
c25b2.11	0.920
c25b2.11.rc	1.025
c25b2.12.c	0.987
c25b8.02	1.123
c25b8.03	0.665
c25b8.04c	1.079
c25b8.05	1.134
c25b8.06c	1.074
c25b8.07c	0.945
c25b8.08	
c25b8.09	0.757
c25b8.10	0.777
c25b8.11	0.744
c25b8.12c	1.097
c25b8.15c	1.007
c25b8.16	0.807
c25b8.17	0.980
c25b8.18	0.917
c25b8.19c	0.844
c25d12.01c	1.324
c25d12.02c	1.048
c25d12.06	
c25d12.06.rc	1.667
c25g10.01	0.678
c25g10.02	1.058
c25g10.03	0.947
c25g10.08	1.207
c25h1.01c	0.740
c25h1.02	1.237
c25h1.03	1.031
c25h1.04	0.990
c25h1.06	0.986
c25h1.07	1.077
c25h1.08c	0.923
c25h2.03	1.204
c25h2.04c	0.653
c25h2.05	1.091
c25h2.06c	0.991
c25h2.08c	1.115
c25h2.09	1.248
c25h2.10c	1.065
c25h2.11c	1.067
c25h2.14	0.921
c25h2.15	1.203
c25h2.16c	0.992
c26a3.03c	1.065
c26a3.06	1.243
c26a3.08	1.084
c26a3.09c	0.937
c26a3.10	0.791
c26a3.11	1.016
c26a3.15c	1.107
c26a3.16	
c26a3.16.rc	0.998
c26f1.02	0.991
c26f1.04c	0.654
c26f1.05	0.910
c26f1.07	0.847
c26f1.08c	1.301
c26f1.09	1.022
c26f1.11	1.351
c26f1.12c	1.323
c26f1.12c.rc	
c26f1.13c	1.154
c26f1.13c.rc	1.425
c26f1.14c	1.193
c26h5.01c	
c26h5.02c	0.984
c26h5.03	1.246
c26h5.04	0.893
c26h5.05	0.913
c26h5.06	1.035
c26h5.07c	0.978
c26h5.09c	0.838
c26h5.11	1.205
c26h5.12	1.039
c26h5.13c	0.753
c26h5.15	0.815
c26h8.04c	0.877
c26h8.05c	1.196
c26h8.06	0.916
c26h8.06.rc	1.032
c26h8.08c	1.281
c26h8.09c	0.932
c26h8.11c	1.034
c26h8.12	1.074
c26h8.13c	0.999
c26h8.14c	
c27.01c	1.000
c27.02c	1.031
c27.04	1.008
c27.05	0.973
c27.05.rc	
c27.06c	1.027
c27b12.01c	0.966
c27b12.02	1.070
c27b12.03c	0.697
c27b12.04c	1.112
c27b12.05	1.009
c27b12.06	1.199
c27b12.07	0.920
c27b12.08	0.977
c27b12.09c	1.047
c27b12.10c	0.914
c27b12.11c	0.746
c27b12.12c	0.998
c27b12.14	0.934
c27d7.01c	0.903
c27d7.02c	0.804
c27d7.04	0.945
c27d7.05c	1.364
c27d7.06	0.982
c27d7.08c	1.122
c27d7.09c	0.700
c27d7.10c	0.686
c27d7.11c	1.097
c27d7.12c	1.283
c27e2.01	1.040
c27e2.02	1.264
c27e2.03c	1.160
c27e2.04c	1.518
c27e2.06c	0.909
c27e2.07	0.750
c27e2.11c	1.026
c27e2.12	
c27e2.13	1.074
c27f1.01c	0.963
c27f1.05c	0.745
c27f1.06c	1.255
c27f1.07	1.025
c27f1.08	0.861
c27f1.10	
c285.01c	0.569
c285.03	1.120
c285.04	0.826
c285.05	0.927
c285.10c	1.082
c285.11	0.696
c285.13c	0.955
c285.14	1.056
c285.17	1.158
c28e12.03	0.755
c28e12.04	1.077
c28e12.04.rc	1.154
c28f2.01c	1.143
c28f2.02	1.147
c28f2.05c	0.950
c28f2.07	0.994
c28f2.08c	0.771
c28f2.09	1.013
c28f2.10c	1.048
c28f2.11	1.191
c290.01c	1.154
c290.03c	0.893
c290.04	0.862
c290.04.rc	
c297.04c	
c297.05	
c29a10.02	0.965
c29a10.03c	1.003
c29a10.06c	0.899
c29a10.07	1.001
c29a10.08	0.955
c29a10.09c	1.042
c29a10.10c	1.049
c29a10.12	0.704
c29a10.13	0.997
c29a10.16c	0.963
c29a3.01	0.715
c29a3.03c	0.804
c29a3.05	1.120
c29a3.06	1.237
c29a3.07c	1.123
c29a3.08	0.787
c29a3.09c	0.967
c29a3.10c	0.955
c29a3.11c	1.107
c29a3.13	1.083
c29a3.15c	1.202
c29a3.16	1.308
c29a3.17	1.037
c29a3.18	1.190
c29a3.18.rc	1.310
c29a3.21	1.122
c29a4.03c	0.949
c29a4.04c	1.156
c29a4.05	1.133
c29a4.06c	0.893
c29a4.07	0.883
c29a4.09	1.052
c29a4.10	1.444
c29a4.11	1.296
c29a4.12c	0.930
c29a4.13	0.984
c29a4.14c	0.945
c29a4.15	1.072
c29a4.16	0.937
c29a4.17c	0.739
c29a4.18	1.077
c29a4.19c	1.170
c29a4.20	1.188
c29b12.01	0.872
c29b12.02c	
c29b12.04	0.888
c29b12.05c	
c29b12.08	0.726
c29b12.10c	0.792
c29b12.11c	1.001
c29b12.12	0.992
c29b12.13	0.839
c29b12.14c	0.723
c29b5.04c	0.909
c29e6.01	0.647
c29e6.02	0.937
c29e6.04	1.679
c29e6.05c	0.649
c29e6.06c	1.363
c29e6.07	1.103
c29e6.09	0.933
c29e6.10c	0.841
c2a9.02	0.315
c2a9.03	0.888
c2a9.04c	0.936
c2a9.05c	0.967
c2a9.06c	1.200
c2a9.07c	1.098
c2a9.07c.rc	1.312
c2a9.09	1.199
c2a9.10	0.919
c2a9.10.rc	
c2a9.13	1.256
c2c4.01	1.020
c2c4.04c	0.792
c2c4.05	0.968
c2c4.06c	0.960
c2c4.07c	1.075
c2c4.08	1.025
c2c4.09	0.859
c2c4.10c	1.043
c2c4.11c	1.051
c2c4.12c	1.111
c2c4.13	0.998
c2c4.14c	0.890
c2c4.15c	0.723
c2c4.17c	1.020
c2d10.01c	1.040
c2d10.02	1.040
c2d10.03c	0.980
c2d10.04	0.681
c2d10.07c	
c2d10.08c	1.141
c2d10.09	1.123
c2d10.11c	0.940
c2d10.13	1.161
c2d10.15c	1.216
c2d10.16	0.997
c2d10.17	1.077
c2d10.19c	0.992
c2e12.03c	0.735
c2e1p3.01	0.547
c2e1p3.02c	1.659
c2e1p3.04	0.667
c2e1p3.05c	1.427
c2e1p5.01c	0.801
c2e1p5.02c	1.028
c2e1p5.03	1.077
c2e1p5.03.rc	1.075
c2e1p5.05	1.087
c2f12.02c	0.938
c2f12.02c.rc	1.062
c2f12.03c	0.764
c2f12.03c.rc	1.023
c2f12.05c	0.921
c2f12.10	1.057
c2f12.12c	1.373
c2f12.15c	0.812
c2f12.16	0.947
c2f3.01	0.938
c2f3.02	1.008
c2f3.04c	0.899
c2f3.05c	0.931
c2f3.07c	1.170
c2f3.08	0.863
c2f3.08.rc	1.014
c2f3.09	1.071
c2f3.10	0.938
c2f3.11	0.876
c2f3.12c	1.084
c2f3.13c	1.199
c2f3.14c	0.945
c2f3.15	0.996
c2f3.16	0.867
c2f3.17	1.078
c2f7.02c	0.927
c2f7.04	1.301
c2f7.04.rc	1.332
c2f7.05c	0.988
c2f7.06c	0.692
c2f7.07c	0.946
c2f7.08c	0.983
c2f7.09c	1.022
c2f7.10	1.233
c2f7.13c	1.228
c2f7.14c	1.039
c2f7.14c.rc	1.446
c2f7.15	1.083
c2f7.16c	0.839
c2f7.17	1.050
c2f7.17.rc	1.174
c2g11.01	0.955
c2g11.02	1.264
c2g11.04	1.082
c2g11.05c	0.881
c2g11.09	0.820
c2g11.10c	1.059
c2g11.13	0.965
c2g11.14	0.910
c2g11.14.rc	1.214
c2g11.15c	1.007
c2g2.02	1.038
c2g2.04c	0.830
c2g2.07c	0.899
c2g2.09c	1.120
c2g2.10c	1.242
c2g2.11	1.094
c2g2.12	1.201
c2g2.13c	1.061
c2g2.14	0.980
c2g2.15c	1.018
c2g2.16	0.941
c2g2.17c	0.631
c2g5.01	1.019
c2g5.02c	0.768
c2g5.03	1.133
c2g5.04c	0.986
c2g5.05	1.018
c2h10.01	2.217
c2h10.02c	0.999
c2h8.02	1.034
c2h8.03	1.051
c2h8.04	1.031
c30.02c	1.230
c30.03c	1.000
c30.04c	0.991
c306.02c	0.671
c306.04c	0.963
c306.05c	0.934
c306.06c	1.001
c306.07c	1.005
c306.08c	0.890
c306.11	1.112
c306.11.rc	1.072
c30b4.01c	0.811
c30b4.02c	0.834
c30b4.03c	1.160
c30b4.04c	0.889
c30b4.05	1.260
c30b4.06c	1.202
c30b4.07c	1.087
c30b4.08	
c30b4.08.rc	1.095
c30c2.02	1.349
c30c2.03	0.999
c30c2.04	1.154
c30c2.06c	0.957
c30c2.07	0.757
c30c2.08	0.845
c30d10.02	0.934
c30d10.03c	0.911
c30d10.04	1.006
c30d10.05c	0.842
c30d10.07c	1.013
c30d10.08	0.966
c30d10.09c	0.883
c30d10.12c	0.965
c30d10.14	0.775
c30d10.15	1.258
c30d10.16	0.959
c30d10.17c	1.017
c30d10.19c	0.914
c30d10.20	1.031
c30d11.02c	
c30d11.03	
c30d11.06c	1.049
c30d11.08c	0.884
c30d11.09	1.153
c30d11.11	1.229
c30d11.14c	1.133
c30d11.15c	1.140
c317.01	0.994
c31a2.02	1.421
c31a2.03	0.955
c31a2.04c	0.821
c31a2.06	1.191
c31a2.07c	1.302
c31a2.08	1.056
c31a2.10	1.006
c31a2.12	1.184
c31a2.14	0.901
c31a2.15c	1.003
c31a2.16	1.211
c31a2.16.rc	1.430
c31e1.01c	0.910
c31e1.05	1.053
c31f10.01	0.987
c31f10.02	0.870
c31f10.03	0.845
c31f10.04c	1.174
c31f10.05	1.266
c31f10.07	0.964
c31f10.08	1.135
c31f10.09c	0.833
c31f10.10c	0.757
c31f10.12	1.040
c31f10.13c	1.056
c31f10.14c	
c31f10.15c	0.917
c31f10.16	0.939
c31f10.17c	1.015
c31f12.01	1.002
c31g5.02	0.838
c31g5.04	1.042
c31g5.05c	0.989
c31g5.06	1.013
c31g5.07	
c31g5.10	1.026
c31g5.15	1.271
c31g5.18c	0.609
c31g5.19	1.169
c31g5.19.rc	1.352
c31g5.21	0.783
c31h12.01	1.130
c31h12.02c	1.141
c31h12.03c	0.943
c31h12.06	1.220
c320.02c	0.707
c320.03	1.463
c320.04c	1.051
c320.05	0.943
c320.06	1.103
c320.08	0.905
c320.09	
c320.11c	1.135
c320.12	1.183
c320.14	1.016
c323.01c	1.145
c323.02c	0.857
c323.03c	1.099
c323.04	0.906
c323.05c	0.903
c323.07c	0.764
c323.08	0.989
c328.02	0.894
c328.04	1.049
c328.05	0.824
c328.06	0.932
c328.07c	0.854
c328.08c	1.104
c328.09	1.094
c32a11.01	1.259
c32a11.02c	0.570
c32a11.03c	0.980
c32c12.03c	0.920
c32f12.01c	0.864
c32f12.07c	0.917
c32f12.08c	
c32f12.10	0.907
c32f12.12c	0.983
c32f12.15	0.958
c330.02	0.961
c330.03c	0.946
c330.07c	1.217
c330.09	1.099
c330.10	1.171
c330.11	0.907
c330.12c	1.187
c330.13	1.106
c330.19c	1.067
c336.01	0.992
c336.05c	0.959
c336.09c	1.004
c336.11	0.861
c336.13c	1.111
c336.14c	0.919
c337.02c	1.176
c337.03	0.960
c337.04	0.874
c337.06c	0.902
c337.07c	0.917
c337.09	0.937
c337.10c	0.784
c337.11	1.282
c337.12	
c337.15c	
c337.17c	
c337.19	0.999
c337.20	0.976
c338.02	1.123
c338.03c	
c338.06c	0.676
c338.07c	1.063
c338.08	0.654
c338.08.rc	
c338.10c	1.130
c338.12	0.475
c338.13	1.023
c338.14	1.148
c338.15	0.978
c338.18	0.485
c338.19	0.743
c342.01c	1.068
c342.02	1.125
c342.03	1.121
c342.04	0.830
c342.04.rc	0.852
c342.06c	1.072
c343.01c	0.985
c343.02	0.981
c343.03	1.123
c343.04c	0.799
c343.06c	0.721
c343.07	1.105
c343.08c	1.076
c343.09	0.810
c343.11c	1.114
c343.13	1.178
c343.14c	1.081
c343.15	1.104
c343.16	1.254
c343.17c	0.983
c343.18	1.049
c343.20	0.918
c354.03	0.967
c354.04	1.077
c354.05c	0.940
c354.06	0.921
c354.07c	1.072
c354.08c	1.204
c354.09c	0.752
c354.10	1.107
c354.11c	1.052
c354.13	0.735
c354.15	0.907
c359.01	1.127
c359.02	1.133
c359.03c	1.194
c359.04c	1.326
c359.05	0.635
c359.06	1.124
c36.01c	1.226
c36.02c	1.825
c36.03c	0.737
c36.04	0.871
c36.06c	1.015
c36.07	1.036
c36.08c	1.146
c36.10	1.013
c36.11	0.761
c364.01	1.106
c364.02c	0.752
c364.04c	0.869
c364.06	1.224
c364.07	1.152
c365.01	0.963
c365.02c	1.134
c365.04c	1.041
c365.07c	0.998
c365.08c	0.813
c365.09c	0.988
c365.10	1.027
c365.11	1.186
c365.12c	0.975
c365.14c	1.120
c365.16	1.175
c365.20c	1.117
c36b7.01	1.036
c36b7.02	1.208
c36b7.03	0.886
c36b7.04	1.214
c36b7.05c	0.764
c36b7.06c	1.015
c36b7.08c	1.066
c36b7.09	0.934
c3a11.01	
c3a11.01.rc	2.018
c3a11.03	1.193
c3a11.04	1.047
c3a11.07	1.373
c3a11.09	0.801
c3a11.09.rc	1.037
c3a11.10c	0.582
c3a11.11c	0.926
c3a12.01	0.814
c3a12.02	1.050
c3a12.03c	1.098
c3a12.04c	1.154
c3a12.05c	0.972
c3a12.06c	0.958
c3a12.08	1.171
c3a12.09c	1.316
c3a12.12	0.968
c3a12.13c	1.072
c3a12.16c	1.105
c3a12.17c	0.963
c3a12.19	0.978
c3b8.01c	0.931
c3b8.03	0.981
c3b8.04c	1.151
c3b8.05	0.792
c3b8.06	1.153
c3b8.07c	0.970
c3b8.08	0.974
c3b8.09	1.189
c3b8.10c	1.097
c3b8.11	0.959
c3b8.12	0.824
c3b8.13c	1.102
c3b9.01	0.845
c3b9.02c	0.959
c3b9.03	1.055
c3b9.04	1.052
c3b9.05	0.971
c3b9.06c	0.794
c3b9.08c	0.985
c3b9.12	0.993
c3b9.14c	1.010
c3b9.15c	0.934
c3b9.16c	0.885
c3b9.17	0.960
c3b9.18c	0.941
c3b9.19	1.172
c3b9.21	1.232
c3c7.01c	0.820
c3c7.02c	0.821
c3c7.04	0.845
c3c7.05c	
c3c7.06c	1.049
c3c7.07c	1.220
c3c7.08c	1.185
c3c7.09	1.200
c3c7.10	0.968
c3c7.13c	0.575
c3d6.01	1.221
c3d6.02	1.099
c3d6.03c	1.195
c3d6.04c	0.925
c3d6.05	1.118
c3d6.06c	0.988
c3d6.07	0.907
c3d6.08c	1.076
c3d6.10	1.251
c3d6.11c	0.694
c3d6.12	1.146
c3d6.13c	0.805
c3d6.16	1.304
c3e7.01	0.870
c3e7.04c	0.951
c3e7.05c	1.054
c3e7.06c	0.823
c3e7.07c	1.015
c3e7.09	0.897
c3e7.10	1.073
c3e7.11c	1.232
c3e7.12c	0.885
c3e7.13c	1.100
c3f10.03	1.161
c3f10.05c	0.883
c3f10.06c	1.050
c3f10.07c	0.996
c3f10.08c	0.984
c3f10.11c	0.914
c3f10.12c	0.865
c3f10.13	0.937
c3f10.14	
c3f10.15c	1.014
c3f10.15c.rc	1.129
c3f10.16c	1.177
c3f10.17	1.046
c3f10.17.rc	1.157
c3f6.01c	1.142
c3f6.02c	0.893
c3f6.04c	1.162
c3f6.05	0.873
c3f6.05.rc	1.253
c3g6.03c	1.028
c3g6.05	0.864
c3g6.07	0.613
c3g6.08	0.851
c3g6.09c	1.139
c3g6.10c	1.030
c3g6.11	1.143
c3g9.01	
c3g9.02	0.906
c3g9.04	1.259
c3g9.05	1.017
c3g9.06	1.025
c3g9.08	
c3g9.10c	1.131
c3g9.11c	0.634
c3g9.12	0.805
c3g9.13c	1.261
c3g9.15c	0.995
c3h1.02c	1.056
c3h1.03	1.097
c3h1.04c	0.956
c3h1.05	1.007
c3h1.06c	0.836
c3h1.08c	0.935
c3h1.09c	0.901
c3h1.10	0.992
c3h1.10.rc	1.096
c3h1.11	0.625
c3h1.12c	0.789
c3h1.13	0.982
c3h1.14	0.808
c3h5.02	1.000
c3h5.04	0.871
c3h5.08c	1.041
c3h5.09c	0.793
c3h5.11	0.894
c3h7.02	1.342
c3h7.03c	1.072
c3h7.04	0.991
c3h7.05c	0.720
c3h7.06c	0.889
c3h7.07c	1.120
c3h7.08c	0.965
c3h7.09	0.944
c3h7.10	1.019
c3h7.11	1.045
c3h7.12	0.911
c3h7.13	1.097
c3h7.14	
c3h7.16	0.908
