Gene name	Mean of ratios
c1486.05	0.884
c1486.06	0.839
c1486.07c	1.178
c1486.08	0.858
c1486.09	0.383
c1494.02c	0.851
c1494.03	
c1494.04c	
c1494.05c	1.152
c1494.06c	0.629
c1494.07	0.776
c1494.08c	1.628
c1494.09c	1.515
c14c4.01c	1.446
c14c4.05c	
c14c4.06c	1.273
c14c4.07	1.376
c14c4.08	
c14c4.09.b	0.340
c14c4.10c	1.046
c14c4.11	0.620
c14c4.12c	0.603
c14c4.16	
c14c8.02	0.648
c14c8.03	1.038
c14c8.04	1.113
c14c8.08c	1.056
c14c8.09c	1.292
c14c8.10	1.217
c14c8.11c	
c14c8.13	0.931
c14c8.15	1.720
c14c8.16c	1.321
c14c8.17c	1.295
c14c8.18c	0.893
c14f5.01	0.705
c14f5.02	0.925
c14f5.06	0.476
c14f5.07	1.069
c14f5.10c	1.896
c14f5.11c	1.171
c14f5.13c	1.657
c14g10.03c	1.260
c14g10.04	1.324
c14g10.04.rc	1.328
c1527.03	0.469
c1539.01c	1.222
c1539.02	1.478
c1539.04	1.889
c1539.05	0.963
c1539.06	1.024
c1539.07c	0.961
c1539.08	0.850
c1539.10	0.433
c1556.01c	0.884
c1556.02c	0.789
c1556.05c	0.559
c1556.06b	
c1565.01	0.935
c1565.02c	0.931
c1565.03	
c1565.05	0.574
c1565.07c	1.087
c15a10.01	2.042
c15a10.02	0.773
c15a10.05c	1.786
c15a10.06	0.890
c15a10.07	1.638
c15a10.09c	0.519
c15a10.10	1.401
c15a10.11	0.885
c15a10.12c	1.173
c15a10.13	0.965
c15a10.15	0.957
c15c4.02	1.098
c15c4.03	1.308
c15c4.04c	0.945
c15c4.05	0.649
c15c4.05.rc	2.044
c15d4.02	0.912
c15d4.05	0.945
c15d4.06	0.897
c15d4.08c	1.392
c15d4.09c	1.467
c15d4.10c	1.013
c15d4.11c	1.250
c15d4.12c	1.673
c15d4.13c	1.283
c15e1.02c	2.813
c15e1.04	1.502
c15e1.05c	1.223
c15e1.07c	
c15e1.08	1.033
c15e1.09	1.003
c15f9.01c	0.922
c15f9.02	1.042
c15f9.02.rc	1.439
c15f9.03c	0.903
c16.03c	0.908
c16.04	0.389
c16.05c	0.421
c1604.02c	0.909
c1604.02c.rc	0.833
c1604.03c	0.791
c1604.04	0.832
c1604.06c	0.562
c1604.07	1.354
c1604.08c	1.020
c1604.09c	0.513
c1604.10	0.762
c1604.11	1.527
c1604.12	0.995
c1604.13c	0.989
c1604.15	0.919
c1604.16c	0.831
c1604.17c	0.854
c1604.18c	1.524
c1604.19c	1.073
c1610.01	1.024
c1610.02c	1.034
c1610.04	1.384
c162.01c	0.701
c162.02c	
c162.03	1.202
c162.05	1.150
c162.06c	1.206
c162.07	0.768
c162.08c	0.933
c162.10	0.837
c162.11c	0.666
c162.12	0.796
c1620.03	1.321
c1620.04c	
c1620.05	0.694
c1620.06c	0.861
c1620.07c	1.151
c1620.08	1.898
c1620.09c	1.417
c1620.10	1.010
c1620.11	0.975
c1620.12c	0.909
c1620.13	0.838
c1635.01	1.124
c1639.01c	1.464
c1652.01	1.086
c167.01	0.919
c167.04	1.082
c167.05	1.512
c167.06c	2.221
c167.07c	1.600
c1672.01	1.056
c1672.01.rc	1.145
c1672.03c	1.448
c1672.04c	0.771
c1672.05c	0.887
c1672.06c	1.102
c1672.07	0.612
c1672.09	1.199
c1672.10	0.876
c1672.11c	1.150
c1672.12c	1.105
c1677.01c	0.741
c1677.02	0.879
c1677.03c	0.960
c1682.01	0.966
c1682.03c	0.965
c1682.04	0.876
c1682.05c	
c1682.06	1.209
c1682.08c	1.591
c1682.09c	1.422
c1682.11c	1.506
c1682.12c	0.566
c1682.13	0.451
c1682.15	1.614
c1683.01	0.895
c1683.02	1.059
c1683.03c	1.197
c1683.04	1.412
c1683.05	0.405
c1683.06c	0.508
c1683.07	0.831
c1683.10c	0.270
c1683.11c	0.714
c1683.12	0.662
c1683.13c	0.886
c1685.03	0.954
c1685.04	0.997
c1685.05	
c1685.07c	1.385
c1685.08	1.169
c1685.11	0.676
c1685.11.rc	1.333
c1685.12c	1.698
c1685.13	1.294
c1685.13.rc	1.672
c1685.14c	0.997
c1685.16	
c1687.02	
c1687.04	0.969
c1687.05	2.548
c1687.07	1.619
c1687.08	1.430
c1687.09	1.305
c1687.10	
c1687.12c	1.200
c1687.14c	1.694
c1687.16c	0.760
c1687.17c	
c1687.18c	0.673
c1687.19c	0.545
c1687.23c	
c16a10.01	2.145
c16a10.02	0.893
c16a10.04	0.646
c16a10.04.rc	
c16a10.05c	1.509
c16a10.06c	0.997
c16a11.01	
c16a11.02	0.618
c16a11.03c	
c16a11.04	0.872
c16a11.06c	0.899
c16a11.07	1.345
c16a11.08	
c16a11.09c	
c16a11.10c	0.655
c16a11.11	0.856
c16a11.12c	0.927
c16a11.14	1.014
c16a11.15c	2.362
c16a11.16c	1.323
c16a3.02c	1.563
c16a3.03c	1.197
c16a3.03c.rc	1.322
c16a3.04	1.228
c16a3.06	0.954
c16a3.07c	0.840
c16a3.07c.rc	1.003
c16a3.08c	0.737
c16a3.10	1.175
c16a3.12c	0.874
c16a3.14	0.898
c16a3.16	1.171
c16a3.17c	1.984
c16a3.18	1.179
c16a3.19	0.804
c16c4.02c	0.895
c16c4.03	0.916
c16c4.03.rc	1.185
c16c4.04	0.573
c16c4.05	0.644
c16c4.06c	0.779
c16c4.07	0.846
c16c4.08c	0.633
c16c4.10	1.095
c16c4.12	1.161
c16c4.15	0.953
c16c4.16c	0.864
c16c4.17	1.217
c16c4.18c	1.038
c16c4.19	1.057
c16c4.20c	0.695
c16c4.21	
c16c6.01c	1.578
c16c6.03c	1.114
c16c6.04	1.435
c16c6.05	0.806
c16c6.08c	1.217
c16c6.09	0.768
c16c6.12c	0.520
c16c9.01c	1.678
c16c9.02c	
c16c9.03	0.505
c16c9.04c	1.479
c16c9.05	1.061
c16c9.06c	0.563
c16d10.01c	0.644
c16d10.02	
c16d10.03	0.732
c16d10.06	0.263
c16d10.07c	0.804
c16d10.08c	2.316
c16d10.10	0.752
c16e8.01	1.094
c16e8.02	1.333
c16e8.04c	1.071
c16e8.06c	0.744
c16e8.07c	1.017
c16e8.08	1.272
c16e8.10c	0.987
c16e8.11c	1.087
c16e8.12c	0.674
c16e8.13	1.328
c16e8.14c	0.785
c16e8.16	1.568
c16e8.17c	0.945
c16e8.18	0.982
c16e9.01c	1.915
c16e9.02c	1.230
c16e9.03c	1.412
c16e9.05	1.058
c16e9.07	0.836
c16e9.08	0.936
c16e9.09c	0.884
c16e9.10c	0.429
c16e9.11c	1.402
c16e9.13	1.604
c16e9.14c	0.719
c16e9.15	0.841
c16e9.16c	3.042
c16e9.19	1.179
c16g5.02c	0.775
c16g5.03	1.154
c16g5.04	0.762
c16g5.05c	1.176
c16g5.06	0.735
c16g5.07c	1.131
c16g5.09	0.644
c16g5.10	0.607
c16g5.13	1.027
c16g5.15c	0.790
c16g5.15c.rc	
c16g5.16	1.418
c16g5.17	0.894
c16g5.19	
c16h5.04	1.078
c16h5.05c	0.886
c16h5.08c	0.444
c16h5.09c	0.954
c16h5.12c	1.239
c16h5.13	1.196
c16h5.14c	0.766
c16h5.15	1.203
c1703.01c	1.034
c1703.02	0.869
c1703.03c	0.644
c1703.04	0.972
c1703.05	0.780
c1703.06	1.492
c1703.07	1.042
c1703.08c	0.849
c1703.09	1.451
c1703.11	0.999
c1703.12	1.313
c1703.13c	1.378
c1705.02	0.769
c1705.02.rc	0.747
c1706.01	1.460
c1706.01.rc	1.818
c1709.03	0.992
c1709.04c	0.895
c1709.06	0.930
c1709.07	1.097
c1709.08	0.869
c1709.09	
c1709.10c	0.916
c1709.11c	1.130
c1709.12	0.704
c1709.13c	0.767
c1709.14	0.861
c1709.15c	0.956
c1709.16c	0.870
c1709.17	1.015
c1709.17.rc	1.115
c1709.20	0.770
c1711.03	0.991
c1711.04	0.512
c1711.05	0.561
c1711.07	0.345
c1711.08	1.503
c1711.09c	0.946
c1711.10c	1.267
c1711.11	1.216
c1711.12	2.346
c1711.15c	0.953
c1711.16	0.479
c1711.16.rc	0.674
c1718.02	
c1718.03	0.918
c1718.04	1.183
c1734.06	1.229
c1734.07c	1.108
c1734.08	1.679
c1734.09	
c1734.10c	0.885
c1734.11	
c1734.12c	1.259
c1734.13	
c1734.18c	0.466
c1739.01	1.390
c1739.02c	
c1739.03	1.247
c1739.04c	1.849
c1739.05	0.610
c1739.06c	0.447
c1739.07	0.852
c1739.08c	2.146
c1739.09c	1.328
c1739.10	1.130
c1739.11c	0.699
c1751.02c	0.865
c1751.04	0.674
c1753.05	0.496
c1753.05.rc	0.977
c1773.01	1.138
c1773.02c	1.101
c1773.03c	0.700
c1773.04	0.995
c1773.06c	0.234
c1773.08c	1.190
c1773.09c	
c1773.10c	1.028
c1773.11c	0.706
c1773.12	
c1773.13	1.184
c1773.15	1.032
c1773.16c	1.282
c1773.17c	1.937
c1778.01c	0.872
c1778.02	1.169
c1778.03c	1.341
c1778.05c	0.786
c1778.07	0.919
c1778.08c	0.963
c1778.09	1.071
c1778.09.rc	1.248
c1782.01	0.885
c1782.02c	0.771
c1782.03	1.107
c1782.04	1.032
c1782.05	1.110
c1782.06c	1.047
c1782.08c	0.919
c1782.09c	0.953
c1782.11	0.758
c1782.12c	1.126
c1783.01	1.646
c1783.02c	
c1783.03	0.793
c1783.06c	0.787
c1786.01c	1.702
c1786.02	0.964
c1786.04	0.727
c1795.01c	
c1795.04c	1.101
c1795.05c	0.878
c1795.05c.rc	0.970
c1795.07	1.068
c1795.08c	1.017
c1795.08c.rc	1.165
c1795.09	0.874
c1795.10c	0.883
c1795.12c	0.778
c1795.13	0.529
c17a2.02c	1.190
c17a2.03c	1.163
c17a2.04c	0.791
c17a2.05	1.248
c17a2.06c	1.180
c17a2.07c	
c17a2.08c	0.892
c17a2.10c	1.262
c17a2.11	1.096
c17a2.12	1.261
c17a2.14	1.124
c17a2.15	
c17a3.02	1.120
c17a5.01	0.842
c17a5.04c	1.153
c17a5.05c	1.200
c17a5.06	1.014
c17a5.08	1.261
c17a5.09c	1.614
c17a5.10	2.350
c17a5.12	1.053
c17a5.13	1.121
c17a5.15c	0.756
c17a5.16	0.761
c17a5.18c	1.080
c17c9.05c	1.688
c17c9.06	1.646
c17c9.07	1.124
c17c9.08	1.145
c17c9.11c	1.773
c17c9.12	1.331
c17c9.14	0.986
c17c9.15c	0.827
c17c9.16c	0.850
c17d1.01	0.959
c17d1.02	0.678
c17d1.03c	0.812
c17d1.04	0.938
c17d1.05	0.410
c17d1.06	0.199
c17d1.07c	1.320
c17d11.01	2.083
c17d11.02c	1.278
c17d11.03c	1.047
c17d11.04c	1.039
c17d11.06	1.201
c17d11.08	1.756
c17d4.03c	0.882
c17f3.03c	0.767
c17g6.02c	0.794
c17g6.03	0.944
c17g6.05c	0.736
c17g6.07c	0.945
c17g6.10	1.255
c17g6.11c	0.817
c17g6.15c	0.779
c17g6.16c	1.133
c17g6.17	
c17g6.17.rc	1.058
c17g8.02	1.254
c17g8.03c	1.197
c17g8.04c	1.119
c17g8.05	0.899
c17g8.07	1.152
c17g8.08c	0.464
c17g8.09	0.896
c17g8.11c	1.141
c17g8.12	1.429
c17g8.13c	1.376
c17g9.02c	1.044
c17g9.03c	0.790
c17g9.04c	0.893
c17g9.05	1.363
c17g9.06c	1.832
c17g9.12c	1.101
c17g9.13c	2.088
c17h9.02	1.008
c17h9.03c	1.132
c17h9.04c	0.356
c17h9.05	0.349
c17h9.06c	1.092
c17h9.07	0.787
c17h9.08	0.598
c17h9.08.rc	2.136
c17h9.10c	1.190
c17h9.11	1.187
c17h9.12c	0.884
c17h9.13c	1.378
c17h9.14c	1.063
c17h9.16	1.073
c17h9.17c	0.996
c17h9.18c	1.799
c17h9.18c.rc	
c18.01c	0.454
c18.02	0.812
c18.03	1.398
c18.04	1.259
c18.05c	0.865
c18.06c	
c18.08	0.790
c18.09c	1.899
c18.10	
c18.11c	0.731
c18.12c	1.166
c18.13	
c18.15	0.830
c18.16c	
c18.17c	
c1805.01c	1.152
c1805.02c	0.807
c1805.03c	1.009
c1805.04	0.933
c1805.07c	0.856
c1805.09c	1.285
c1805.10	1.306
c1805.14	
c1805.15c	0.975
c1805.16c	1.441
c1827.01c	0.656
c1827.02c	1.452
c1827.03c	0.807
c1827.04	0.945
c1827.05c	0.600
c1827.06c	1.503
c1827.07c	1.237
c1827.08c	1.205
c1834.05	0.934
c1834.06c	1.074
c1834.09	1.526
c1834.10c	0.805
c1840.04	1.281
c1840.05c	1.057
c1840.06	
c1840.07c	1.647
c1840.08c	2.333
c1840.09	1.483
c1840.12	
c1851.02	1.066
c186.01	1.068
c186.02c	
c186.03	1.485
c186.03.rc	
c186.04c	1.493
c186.05c	0.569
c186.06	
c186.06.rc	
c186.07c	
c186.08c	
c186.09	
c1861.03	0.979
c1861.04c	1.019
c1861.05	0.621
c1861.07	0.899
c1861.08c	0.994
c1861.09	1.364
c188.01c	
c188.04c	0.759
c188.05	
c188.07	0.972
c188.08c	1.061
c188.09c	1.090
c1884.01	0.951
c1884.01.rc	1.464
c18a7.01	
c18a7.01.rc	1.330
c18a7.02c	0.900
c18b11.02c	0.424
c18b11.02c.rc	0.864
c18b11.03c	0.900
c18b11.04	0.892
c18b11.05	1.339
c18b11.06	0.397
c18b11.08c	0.952
c18b11.09c	1.229
c18b11.10	0.976
c18b11.11	1.008
c18b5.02c	0.176
c18b5.04	0.966
c18b5.05c	1.737
c18b5.06	1.572
c18b5.07c	
c18b5.08c	
c18b5.09c	1.338
c18b5.10c	0.879
c18b5.12	0.976
c18b5.13	0.675
c18e5.01	1.254
c18e5.01.rc	1.416
c18e5.02c	1.227
c18e5.03c	0.512
c18e5.05c	0.941
c18e5.07	0.685
c18e5.08	2.331
c18e5.09c	1.128
c18e5.10	
c18e5.14c	1.107
c18e5.15	
c18g6.01c	1.096
c18g6.05c	0.781
c18g6.06	0.772
c18g6.09c	2.037
c18g6.10	1.155
c18g6.11c	0.604
c18g6.13	0.823
c18h10.01	0.862
c18h10.02	1.253
c18h10.05	1.512
c18h10.06c	0.886
c18h10.07	0.884
c18h10.08c	0.879
c18h10.09	0.737
c18h10.10c	0.970
c18h10.11c	1.184
c18h10.15	0.738
c18h10.16	1.141
c18h10.17c	1.249
c18h10.18c	1.080
c18h10.19	1.084
c18h10.20c	0.473
c18h10.21c	1.335
c1906.01	0.601
c1906.02c	
c191.01	2.248
c191.02c	
c191.03c	0.559
c191.04c	1.687
c191.05c	
c191.06	
c191.08	
c191.09c	
c191.10	
c191.13	0.611
c1919.02	1.395
c1919.03c	1.342
c1919.04	1.324
c1919.05	0.776
c1919.07	1.000
c1919.08c	0.872
c1919.11	
c1919.12c	1.346
c1919.13c	0.830
c1919.14c	0.669
c1921.02	1.177
c1921.04c	
c1921.06c	1.018
c1952.01	0.783
c1952.02	0.767
c1952.03	1.116
c1952.04c	0.952
c1952.05	0.769
c1952.06c	
c1952.08c	0.866
c1952.09c	1.342
c1952.10c	0.648
c1952.13	1.356
c1952.14c	0.828
c1952.15c	1.110
c1952.16	
c1952.16.rc	1.137
c19a8.02	1.103
c19a8.03	
c19a8.04	0.881
c19a8.06	0.666
c19a8.07c	0.368
c19a8.09	1.259
c19a8.10	1.055
c19a8.11c	0.851
c19a8.12	1.229
c19a8.13	1.342
c19a8.14	1.322
c19a8.15	1.160
c19b12.01	0.331
c19b12.02c	0.112
c19b12.05c	1.007
c19b12.06c	1.004
c19b12.07c	0.688
c19b12.08	1.179
c19b12.10	1.026
c19b12.11c	0.275
c19b12.12c	
c19c2.04c	1.327
c19c2.06c	0.877
c19c2.08	1.068
c19c2.09	1.570
