Gene name	Mean of ratios
c146.06c	1.164
c146.08c	0.946
c146.09c	0.820
c146.10	1.092
c146.11c	1.098
c146.12	
c146.13c	0.908
c1486.02c	1.014
c1486.03c	0.829
c1486.05	1.071
c1486.06	1.029
c1486.07c	0.967
c1486.08	0.989
c1486.09	1.366
c1494.02c	1.130
c1494.03	0.641
c1494.04c	
c1494.05c	1.164
c1494.06c	1.136
c1494.07	1.210
c1494.08c	0.592
c1494.09c	0.802
c14c4.01c	0.871
c14c4.05c	
c14c4.06c	0.793
c14c4.07	0.556
c14c4.08	
c14c4.09.b	1.673
c14c4.10c	0.774
c14c4.11	1.195
c14c4.12c	1.612
c14c4.16	
c14c8.02	1.322
c14c8.03	1.025
c14c8.04	1.071
c14c8.08c	0.823
c14c8.09c	1.128
c14c8.10	0.955
c14c8.11c	
c14c8.13	1.230
c14c8.15	0.984
c14c8.16c	1.003
c14c8.17c	1.110
c14c8.18c	0.995
c14f5.01	1.228
c14f5.02	0.880
c14f5.06	1.218
c14f5.07	0.958
c14f5.10c	0.357
c14f5.11c	0.674
c14f5.13c	0.589
c14g10.03c	0.689
c14g10.04	0.799
c14g10.04.rc	0.955
c1527.03	1.298
c1539.01c	0.843
c1539.02	1.042
c1539.04	0.502
c1539.05	1.152
c1539.06	0.796
c1539.07c	0.605
c1539.08	1.036
c1539.10	1.339
c1556.01c	0.756
c1556.02c	1.354
c1556.05c	1.075
c1556.06b	1.103
c1565.01	0.892
c1565.02c	1.070
c1565.03	
c1565.05	1.268
c1565.07c	0.799
c15a10.01	0.560
c15a10.02	0.983
c15a10.05c	0.401
c15a10.06	0.959
c15a10.07	0.959
c15a10.09c	1.224
c15a10.10	0.744
c15a10.11	1.120
c15a10.12c	0.854
c15a10.13	1.256
c15a10.15	1.126
c15c4.02	1.128
c15c4.03	0.932
c15c4.04c	1.404
c15c4.05	1.159
c15c4.05.rc	1.211
c15d4.02	1.007
c15d4.05	0.914
c15d4.06	1.144
c15d4.08c	0.883
c15d4.09c	0.877
c15d4.10c	1.061
c15d4.11c	0.835
c15d4.12c	0.680
c15d4.13c	0.829
c15e1.02c	0.247
c15e1.04	0.722
c15e1.05c	0.960
c15e1.07c	1.087
c15e1.08	0.949
c15e1.09	0.858
c15f9.01c	0.952
c15f9.02	0.889
c15f9.02.rc	1.099
c15f9.03c	0.994
c16.03c	0.999
c16.04	1.368
c16.05c	1.256
c1604.02c	1.020
c1604.02c.rc	0.946
c1604.03c	0.870
c1604.04	1.000
c1604.06c	1.177
c1604.07	0.989
c1604.08c	0.941
c1604.09c	1.257
c1604.10	0.957
c1604.11	1.054
c1604.12	1.005
c1604.13c	1.015
c1604.15	1.108
c1604.16c	0.867
c1604.17c	1.185
c1604.18c	1.169
c1604.19c	0.940
c1610.01	0.944
c1610.02c	0.967
c1610.04	0.899
c162.01c	1.063
c162.02c	0.983
c162.03	1.067
c162.05	0.868
c162.06c	0.793
c162.07	1.054
c162.08c	0.852
c162.10	1.127
c162.11c	1.210
c162.12	1.038
c1620.03	0.647
c1620.04c	0.852
c1620.05	1.097
c1620.06c	1.082
c1620.07c	0.798
c1620.08	1.125
c1620.09c	0.703
c1620.10	0.938
c1620.11	1.053
c1620.12c	0.961
c1620.13	1.142
c1635.01	0.633
c1639.01c	0.890
c1652.01	0.703
c167.01	1.089
c167.04	0.859
c167.05	0.852
c167.06c	0.246
c167.07c	0.472
c1672.01	0.938
c1672.01.rc	1.005
c1672.03c	0.678
c1672.04c	1.010
c1672.05c	1.158
c1672.06c	0.992
c1672.07	1.327
c1672.09	1.078
c1672.10	1.060
c1672.11c	1.204
c1672.12c	0.825
c1677.01c	0.367
c1677.02	0.948
c1677.03c	1.140
c1682.01	1.034
c1682.03c	1.118
c1682.04	0.964
c1682.05c	
c1682.06	0.892
c1682.08c	0.879
c1682.09c	1.103
c1682.11c	0.689
c1682.12c	1.406
c1682.13	1.373
c1682.15	0.908
c1683.01	1.018
c1683.02	0.733
c1683.03c	0.682
c1683.04	0.637
c1683.05	1.003
c1683.06c	0.318
c1683.07	0.697
c1683.10c	1.418
c1683.11c	1.094
c1683.12	0.730
c1683.13c	0.798
c1685.03	1.020
c1685.04	1.055
c1685.05	
c1685.07c	0.994
c1685.08	0.784
c1685.11	1.040
c1685.11.rc	1.225
c1685.12c	0.984
c1685.13	0.260
c1685.13.rc	0.316
c1685.14c	0.508
c1685.16	
c1687.02	1.222
c1687.04	0.971
c1687.05	0.972
c1687.07	0.562
c1687.08	0.599
c1687.09	0.756
c1687.10	1.429
c1687.12c	0.863
c1687.14c	0.468
c1687.16c	1.293
c1687.17c	
c1687.18c	1.067
c1687.19c	1.290
c1687.23c	0.984
c16a10.01	0.289
c16a10.02	1.027
c16a10.04	1.072
c16a10.04.rc	
c16a10.05c	0.761
c16a10.06c	0.877
c16a11.01	
c16a11.02	1.357
c16a11.03c	
c16a11.04	1.199
c16a11.06c	1.159
c16a11.07	0.981
c16a11.08	
c16a11.09c	
c16a11.10c	1.095
c16a11.11	1.035
c16a11.12c	1.120
c16a11.14	0.990
c16a11.15c	0.206
c16a11.16c	0.820
c16a3.02c	0.156
c16a3.03c	1.093
c16a3.03c.rc	1.138
c16a3.04	0.959
c16a3.06	1.018
c16a3.07c	1.016
c16a3.07c.rc	1.018
c16a3.08c	1.198
c16a3.10	0.841
c16a3.12c	0.940
c16a3.14	1.006
c16a3.16	0.784
c16a3.17c	0.405
c16a3.18	0.590
c16a3.19	1.022
c16c4.02c	1.212
c16c4.03	0.742
c16c4.03.rc	1.013
c16c4.04	1.003
c16c4.05	1.163
c16c4.06c	1.395
c16c4.07	1.214
c16c4.08c	1.135
c16c4.10	0.721
c16c4.12	0.893
c16c4.15	1.143
c16c4.16c	1.014
c16c4.17	0.901
c16c4.18c	0.908
c16c4.19	1.297
c16c4.20c	0.998
c16c4.21	1.300
c16c6.01c	1.160
c16c6.03c	1.076
c16c6.04	0.837
c16c6.05	1.082
c16c6.08c	1.048
c16c6.09	1.281
c16c6.12c	1.563
c16c9.01c	0.682
c16c9.02c	1.172
c16c9.03	1.286
c16c9.04c	0.842
c16c9.05	0.846
c16c9.06c	1.210
c16d10.01c	1.320
c16d10.02	1.690
c16d10.03	1.030
c16d10.06	1.086
c16d10.07c	0.987
c16d10.08c	0.090
c16d10.10	0.946
c16e8.01	1.247
c16e8.02	0.614
c16e8.04c	0.977
c16e8.06c	1.272
c16e8.07c	0.999
c16e8.08	1.099
c16e8.10c	1.063
c16e8.11c	0.968
c16e8.12c	1.137
c16e8.13	0.873
c16e8.14c	1.047
c16e8.16	0.663
c16e8.17c	0.991
c16e8.18	1.012
c16e9.01c	0.662
c16e9.02c	0.909
c16e9.03c	0.757
c16e9.05	1.034
c16e9.07	1.070
c16e9.08	1.040
c16e9.09c	0.934
c16e9.10c	1.608
c16e9.11c	0.751
c16e9.13	0.587
c16e9.14c	1.145
c16e9.15	0.788
c16e9.16c	0.055
c16e9.19	0.930
c16g5.02c	0.676
c16g5.03	0.833
c16g5.04	1.072
c16g5.05c	1.035
c16g5.06	1.056
c16g5.07c	0.890
c16g5.09	1.155
c16g5.10	1.026
c16g5.13	0.957
c16g5.15c	0.998
c16g5.15c.rc	
c16g5.16	0.699
c16g5.17	1.096
c16g5.19	
c16h5.04	1.026
c16h5.05c	1.109
c16h5.08c	1.366
c16h5.09c	1.214
c16h5.12c	0.726
c16h5.13	1.010
c16h5.14c	1.065
c16h5.15	1.027
c1703.01c	1.233
c1703.02	1.152
c1703.03c	1.325
c1703.04	1.072
c1703.05	1.102
c1703.06	0.890
c1703.07	1.122
c1703.08c	1.104
c1703.09	1.051
c1703.11	1.067
c1703.12	0.839
c1703.13c	1.013
c1705.02	0.995
c1705.02.rc	1.100
c1706.01	0.803
c1706.01.rc	0.836
c1709.03	0.982
c1709.04c	1.173
c1709.06	1.184
c1709.07	1.001
c1709.08	1.055
c1709.09	
c1709.10c	0.755
c1709.11c	0.736
c1709.12	1.076
c1709.13c	1.095
c1709.14	0.996
c1709.15c	1.078
c1709.16c	0.879
c1709.17	0.976
c1709.17.rc	1.095
c1709.20	1.047
c1711.03	0.931
c1711.04	1.217
c1711.05	1.229
c1711.07	1.531
c1711.08	0.591
c1711.09c	0.882
c1711.10c	0.658
c1711.11	0.543
c1711.12	0.340
c1711.15c	0.985
c1711.16	1.372
c1711.16.rc	1.415
c1718.02	1.307
c1718.03	1.240
c1718.04	0.838
c1734.06	1.136
c1734.07c	1.109
c1734.08	0.522
c1734.09	
c1734.10c	0.875
c1734.11	
c1734.12c	0.998
c1734.13	
c1734.18c	1.715
c1739.01	0.840
c1739.02c	
c1739.03	0.695
c1739.04c	0.518
c1739.05	1.255
c1739.06c	0.800
c1739.07	0.846
c1739.08c	0.157
c1739.09c	0.914
c1739.10	0.797
c1739.11c	1.126
c1751.02c	0.984
c1751.04	1.233
c1753.05	1.055
c1753.05.rc	1.202
c1773.01	0.741
c1773.02c	0.489
c1773.03c	0.830
c1773.04	0.805
c1773.06c	0.116
c1773.08c	0.981
c1773.09c	0.994
c1773.10c	1.114
c1773.11c	1.205
c1773.12	
c1773.13	0.997
c1773.15	1.112
c1773.16c	1.228
c1773.17c	0.596
c1778.01c	1.190
c1778.02	0.805
c1778.03c	0.774
c1778.05c	1.184
c1778.07	1.184
c1778.08c	0.801
c1778.09	0.899
c1778.09.rc	0.964
c1782.01	0.817
c1782.02c	1.087
c1782.03	0.995
c1782.04	1.022
c1782.05	0.730
c1782.06c	0.962
c1782.08c	1.070
c1782.09c	1.293
c1782.11	1.217
c1782.12c	0.745
c1783.01	0.722
c1783.02c	1.017
c1783.03	1.142
c1783.06c	0.935
c1786.01c	0.568
c1786.02	1.262
c1786.04	1.246
c1795.01c	
c1795.04c	0.694
c1795.05c	0.978
c1795.05c.rc	1.083
c1795.07	0.895
c1795.08c	1.003
c1795.08c.rc	0.862
c1795.09	1.167
c1795.10c	1.035
c1795.12c	1.127
c1795.13	1.117
c17a2.02c	1.166
c17a2.03c	0.870
c17a2.04c	1.302
c17a2.05	0.809
c17a2.06c	0.975
c17a2.07c	1.315
c17a2.08c	1.101
c17a2.10c	1.209
c17a2.11	1.128
c17a2.12	1.289
c17a2.14	1.073
c17a2.15	1.022
c17a3.02	0.946
c17a5.01	1.121
c17a5.04c	1.129
c17a5.05c	1.167
c17a5.06	0.924
c17a5.08	0.840
c17a5.09c	0.659
c17a5.10	0.385
c17a5.12	0.967
c17a5.13	0.996
c17a5.15c	1.198
c17a5.16	1.054
c17a5.18c	0.944
c17c9.05c	1.054
c17c9.06	0.690
c17c9.07	0.993
c17c9.08	0.856
c17c9.11c	0.535
c17c9.12	0.636
c17c9.14	0.912
c17c9.15c	1.016
c17c9.16c	1.008
c17d1.01	1.197
c17d1.02	1.238
c17d1.03c	1.142
c17d1.04	1.049
c17d1.05	1.405
c17d1.06	1.851
c17d1.07c	1.191
c17d11.01	0.590
c17d11.02c	0.749
c17d11.03c	0.641
c17d11.04c	1.122
c17d11.06	1.134
c17d11.08	0.547
c17d4.03c	1.045
c17f3.03c	1.070
c17g6.02c	1.050
c17g6.03	0.942
c17g6.05c	1.091
c17g6.07c	0.987
c17g6.10	0.901
c17g6.11c	1.440
c17g6.15c	1.010
c17g6.16c	0.978
c17g6.17	
c17g6.17.rc	1.220
c17g8.02	1.083
c17g8.03c	0.888
c17g8.04c	0.803
c17g8.05	1.119
c17g8.07	1.027
c17g8.08c	1.323
c17g8.09	0.894
c17g8.11c	0.953
c17g8.12	0.820
c17g8.13c	0.893
c17g9.02c	0.972
c17g9.03c	1.249
c17g9.04c	1.159
c17g9.05	1.061
c17g9.06c	0.958
c17g9.12c	1.330
c17g9.13c	1.261
c17h9.02	1.083
c17h9.03c	1.093
c17h9.04c	1.508
c17h9.05	1.316
c17h9.06c	1.014
c17h9.07	1.053
c17h9.08	1.271
c17h9.08.rc	1.111
c17h9.10c	1.109
c17h9.11	0.925
c17h9.12c	0.965
c17h9.13c	0.843
c17h9.14c	0.819
c17h9.16	0.925
c17h9.17c	0.983
c17h9.18c	0.703
c17h9.18c.rc	
c18.01c	1.500
c18.02	1.272
c18.03	0.817
c18.04	0.926
c18.05c	1.299
c18.06c	
c18.08	1.221
c18.09c	0.961
c18.10	
c18.11c	1.077
c18.12c	1.201
c18.13	1.240
c18.15	1.138
c18.16c	0.685
c18.17c	1.240
c1805.01c	1.043
c1805.02c	1.039
c1805.03c	1.240
c1805.04	1.094
c1805.07c	0.920
c1805.09c	1.070
c1805.10	1.175
c1805.14	1.096
c1805.15c	0.856
c1805.16c	0.838
c1827.01c	1.276
c1827.02c	0.924
c1827.03c	0.848
c1827.04	0.841
c1827.05c	1.201
c1827.06c	0.824
c1827.07c	0.922
c1827.08c	0.791
c1834.05	1.143
c1834.06c	0.934
c1834.09	0.729
c1834.10c	1.053
c1840.04	0.837
c1840.05c	1.004
c1840.06	0.899
c1840.07c	0.990
c1840.08c	1.225
c1840.09	0.686
c1840.12	0.712
c1851.02	1.014
c186.01	1.354
c186.02c	
c186.03	0.516
c186.03.rc	1.205
c186.04c	0.675
c186.05c	0.574
c186.06	
c186.06.rc	
c186.07c	
c186.08c	1.272
c186.09	0.886
c1861.03	0.990
c1861.04c	0.881
c1861.05	0.947
c1861.07	0.946
c1861.08c	0.860
c1861.09	0.761
c188.01c	1.767
c188.04c	1.130
c188.05	
c188.07	0.868
c188.08c	0.802
c188.09c	1.260
c1884.01	0.834
c1884.01.rc	1.253
c18a7.01	0.779
c18a7.01.rc	0.798
c18a7.02c	0.977
c18b11.02c	1.200
c18b11.02c.rc	1.211
c18b11.03c	0.919
c18b11.04	0.826
c18b11.05	1.038
c18b11.06	1.431
c18b11.08c	0.979
c18b11.09c	0.595
c18b11.10	1.096
c18b11.11	1.128
c18b5.02c	0.163
c18b5.04	1.165
c18b5.05c	0.902
c18b5.06	0.706
c18b5.07c	
c18b5.08c	
c18b5.09c	1.028
c18b5.10c	1.014
c18b5.12	0.932
c18b5.13	1.209
c18e5.01	0.836
c18e5.01.rc	0.857
c18e5.02c	0.883
c18e5.03c	1.293
c18e5.05c	1.083
c18e5.07	1.070
c18e5.08	1.283
c18e5.09c	0.925
c18e5.10	
c18e5.14c	0.967
c18e5.15	0.944
c18g6.01c	0.975
c18g6.05c	0.955
c18g6.06	1.084
c18g6.09c	0.506
c18g6.10	0.933
c18g6.11c	1.225
c18g6.13	0.973
c18h10.01	1.240
c18h10.02	1.234
c18h10.05	0.748
c18h10.06c	1.078
c18h10.07	1.082
c18h10.08c	1.151
c18h10.09	1.036
c18h10.10c	0.933
c18h10.11c	1.242
c18h10.15	1.084
c18h10.16	0.869
c18h10.17c	1.159
c18h10.18c	0.992
c18h10.19	1.231
c18h10.20c	1.457
c18h10.21c	1.016
c1906.01	1.092
c1906.02c	0.995
c191.01	0.143
c191.02c	1.501
c191.03c	1.373
c191.04c	1.075
c191.05c	
c191.06	
c191.08	
c191.09c	1.365
c191.10	
c191.13	1.052
c1919.02	0.997
c1919.03c	0.667
c1919.04	0.750
c1919.05	1.069
c1919.07	0.947
c1919.08c	0.956
c1919.11	
c1919.12c	0.976
c1919.13c	1.302
c1919.14c	1.064
c1921.02	0.863
c1921.04c	0.763
c1921.06c	1.175
c1952.01	1.326
c1952.02	1.423
c1952.03	1.037
c1952.04c	0.829
c1952.05	1.270
c1952.06c	
c1952.08c	0.655
c1952.09c	1.175
c1952.10c	1.014
c1952.13	0.721
c1952.14c	0.979
c1952.15c	0.984
c1952.16	0.959
c1952.16.rc	0.684
c19a8.02	0.937
c19a8.03	
c19a8.04	1.163
c19a8.06	0.957
c19a8.07c	1.496
c19a8.09	0.811
c19a8.10	0.916
c19a8.11c	0.909
c19a8.12	0.966
